@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE gill-attachment {e, a, d, x, s, ?, p, f}
@ATTRIBUTE gill-spacing {c, d, ?, f}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-root {?, s, b, r, f, c}
@ATTRIBUTE stem-surface {y, ?, i, s, g, h, t, k, f}
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}

@DATA
p,3.06,d,c,3.71,6.85,?,?,n
p,8.05,d,?,4.51,12.97,?,t,g
p,0.65,d,?,4.64,1.02,?,?,y
e,4.45,a,d,6.24,3.81,?,s,g
e,6.95,e,c,4.69,9.5,?,y,n
p,2.99,a,?,3.24,6.4,?,?,y
p,1.44,?,?,4.08,1.45,?,?,n
e,8.52,e,?,10.04,18.76,s,?,w
p,4.78,?,?,8.32,12.11,?,s,w
e,11.58,x,c,7.87,21.19,?,?,w
p,4.34,?,?,10.99,6.01,?,?,w
p,2.76,d,?,3.32,5.84,?,?,o
p,12.78,a,?,12.24,24.84,r,?,y
p,6.16,e,?,8.4,9.19,?,?,k
p,0.76,a,?,3.39,0.98,?,h,k
p,16.63,p,?,8.69,33.69,c,?,y
e,5.77,f,f,5.33,15.62,?,?,y
p,12.19,p,?,8.28,32.83,c,?,y
p,11.6,d,c,6.37,16.68,?,?,n
p,11.55,a,?,13.73,23.11,r,?,o
p,1.49,a,?,4.27,1.5,?,t,n
p,1.51,?,?,4.93,2.43,?,s,n
p,5.82,a,?,7.82,10.33,?,?,e
e,2.04,a,d,4.52,2.86,?,i,n
e,11.14,d,d,9.85,16.41,?,i,n
p,10.48,x,c,9.9,11.16,r,i,w
e,4.68,e,c,3.76,11.26,?,?,w
e,9.2,e,c,6.97,10.04,?,i,w
e,14.36,e,?,11.03,18.27,s,?,w
p,3.09,a,?,8.12,2.54,?,?,n
e,7.4,a,c,6.42,16.53,?,?,g
p,10.5,f,f,3.84,26.04,?,g,n
p,2.65,a,?,7.5,2.4,?,?,n
e,4.11,d,d,3.38,5.8,?,?,w
e,4.13,d,?,6.43,8.5,?,t,w
p,0.83,a,?,3.82,0.94,?,s,k
e,9.53,p,?,8.49,22.88,?,?,n
e,9.17,?,?,9.99,16.8,b,?,w
p,2.84,x,c,6.67,3.34,?,?,p
p,8.05,e,?,8.66,16.12,?,y,w
e,10.35,?,?,11.95,18.59,b,?,w
p,4.59,f,f,0.0,0.0,f,f,f
e,5.39,a,d,5.12,3.34,?,t,w
p,11.56,f,f,4.82,28.28,?,g,n
e,8.29,a,c,3.87,13.85,?,?,w
p,1.19,f,f,2.83,4.9,?,?,y
p,5.33,x,?,16.77,8.38,r,g,n
p,2.96,d,c,3.21,7.99,?,?,w
e,7.36,a,c,3.93,13.48,?,?,w
p,2.87,f,f,5.46,25.83,?,g,w
p,6.91,s,d,6.15,16.19,r,i,w
e,7.15,a,c,5.72,15.03,?,?,w
p,2.75,a,c,4.04,3.72,?,i,w
e,4.6,d,d,4.11,6.47,?,?,w
p,15.25,d,d,6.5,32.05,?,?,w
p,7.26,a,c,6.99,7.31,?,i,n
e,3.68,a,c,5.53,7.36,?,?,e
p,6.83,d,c,6.16,11.73,b,?,n
e,10.52,?,?,7.35,26.45,b,?,n
p,10.89,d,c,5.13,24.75,?,?,r
p,0.94,?,c,3.46,2.64,?,?,n
p,1.74,d,d,2.28,2.81,?,s,n
p,8.72,?,c,1.71,16.18,?,?,y
p,3.28,d,c,3.28,8.17,?,?,w
e,8.86,s,c,6.32,26.03,?,?,w
p,3.6,a,?,9.85,2.71,?,?,n
e,4.0,x,c,7.72,8.98,b,?,n
e,3.6,a,d,6.04,3.9,?,s,n
e,9.41,s,c,7.07,22.92,b,?,u
p,1.87,a,?,4.83,1.53,?,t,n
e,6.68,f,f,7.48,52.17,?,?,n
e,0.88,a,?,4.33,0.85,?,?,n
p,6.12,x,?,7.59,16.47,s,?,g
p,13.26,d,c,5.2,25.71,?,?,n
p,3.0,a,c,3.84,3.68,?,i,u
e,6.07,e,?,6.24,12.29,b,?,w
p,6.37,?,?,9.97,12.47,?,s,w
e,5.0,d,c,3.62,6.43,?,s,w
e,6.6,s,?,9.03,12.0,?,i,n
p,1.5,?,?,5.3,1.44,?,?,n
p,6.9,x,c,5.72,16.01,?,?,y
e,5.38,e,c,6.97,10.3,?,y,n
e,7.94,e,c,5.4,13.56,?,?,w
p,5.52,a,?,4.81,8.67,?,?,y
p,4.47,e,c,4.75,3.4,?,k,w
p,4.09,d,c,4.23,7.33,?,?,e
p,7.55,d,c,5.63,9.62,?,?,n
e,6.19,s,c,6.52,10.16,b,i,w
p,11.51,a,d,11.65,32.06,?,?,w
p,7.86,x,?,9.03,21.11,s,?,u
e,4.32,s,?,4.04,6.9,?,?,w
p,11.34,a,?,12.21,25.9,r,?,o
e,1.44,a,?,6.09,2.31,?,t,y
e,7.32,?,?,4.17,21.64,?,?,n
p,2.56,a,?,7.96,2.49,?,?,n
p,9.7,x,?,8.08,18.21,s,?,g
e,5.46,x,c,6.86,4.59,?,?,w
p,11.19,f,f,3.09,24.94,?,g,n
p,6.4,s,d,5.45,13.57,r,y,n
e,11.27,?,c,5.16,20.15,?,?,w
p,9.05,a,c,11.06,11.54,?,y,y
e,5.26,a,c,5.35,14.34,?,?,w
p,22.63,p,?,6.16,40.92,?,?,n
p,4.94,s,c,6.86,8.56,?,y,w
p,5.19,?,c,8.81,7.38,?,?,y
p,3.43,?,c,9.14,7.14,?,?,y
p,0.75,?,c,2.93,2.36,?,?,n
p,6.15,d,c,7.39,9.31,?,?,e
e,6.6,x,c,6.92,14.32,?,?,w
p,8.5,x,c,6.72,12.25,?,?,w
p,7.47,d,c,6.07,9.51,?,?,e
p,1.2,?,c,4.81,2.27,?,?,n
p,2.81,a,?,8.59,2.72,?,?,n
e,10.2,x,?,7.58,23.87,?,?,w
e,49.71,p,?,6.16,29.34,?,k,k
e,2.71,a,c,4.42,6.17,?,?,o
p,6.34,s,?,5.54,8.19,?,y,n
e,7.61,p,?,5.8,17.77,?,?,n
p,13.16,p,?,9.75,32.94,c,?,y
e,3.25,a,c,4.48,6.43,?,?,o
e,6.81,p,?,11.43,25.0,?,y,w
p,4.72,?,c,8.8,7.8,?,?,y
e,2.7,d,d,6.06,3.43,?,i,n
p,12.9,s,?,7.26,16.81,?,i,n
e,3.94,d,c,4.95,6.63,?,?,g
p,3.03,a,?,5.18,3.58,?,y,y
e,4.0,f,f,6.51,43.22,?,?,n
p,6.24,a,c,9.51,11.34,?,y,y
p,2.11,a,?,4.43,2.53,?,?,w
p,3.06,?,?,3.96,4.87,?,?,e
p,0.99,?,c,3.97,2.38,?,?,n
p,6.25,s,d,6.82,16.29,r,y,w
p,6.97,x,c,8.18,13.35,?,?,w
e,46.92,p,?,5.3,31.31,?,k,k
p,17.01,d,c,4.8,24.12,?,?,n
p,5.11,a,c,6.4,8.82,?,g,o
e,13.4,e,?,9.99,17.32,?,?,w
p,7.48,s,c,5.46,10.44,?,?,p
p,7.06,e,c,13.03,12.29,?,y,w
e,5.01,e,?,10.57,10.96,?,s,n
e,8.91,p,?,6.41,13.43,?,?,e
p,4.26,x,c,5.95,4.57,?,i,n
e,6.1,s,d,4.04,9.54,?,s,g
p,1.77,a,?,4.79,2.0,?,s,g
p,7.93,e,?,7.78,14.43,?,y,w
p,2.97,f,f,3.49,14.11,?,g,n
e,11.74,d,c,2.43,14.64,?,?,w
p,4.37,f,f,0.0,0.0,f,f,f
e,12.26,p,?,8.63,22.85,?,?,n
e,7.26,?,?,3.23,19.35,?,?,n
e,1.49,?,d,5.24,2.51,?,?,w
p,7.43,x,d,5.36,16.73,b,?,w
e,11.97,a,c,7.6,21.13,s,?,w
p,5.91,x,?,8.24,18.64,s,?,g
p,7.98,d,?,4.49,13.93,?,t,r
p,11.4,d,c,5.3,14.22,?,?,n
p,1.51,a,?,2.63,2.18,?,?,w
e,6.85,x,c,8.37,17.2,?,?,w
e,4.94,f,f,4.2,10.53,?,?,y
p,9.69,a,?,12.43,18.3,s,?,n
e,10.98,d,c,7.47,18.49,?,?,w
e,3.3,d,d,8.47,4.33,?,i,n
p,1.19,a,?,4.68,1.66,?,t,n
p,9.09,d,?,4.89,14.8,?,t,g
e,19.62,?,?,29.51,20.85,s,?,n
e,9.29,a,c,4.26,16.06,?,?,w
e,9.84,d,c,2.33,13.88,?,?,w
p,9.74,x,?,8.65,21.8,s,?,n
e,10.77,d,c,2.32,15.47,?,?,w
e,4.05,x,c,4.96,9.09,?,s,n
p,8.54,x,c,5.37,13.44,?,?,y
p,3.52,a,?,5.42,3.5,?,y,n
p,8.16,?,c,1.72,14.83,?,?,n
e,4.62,a,d,5.09,3.75,?,s,n
e,11.35,s,c,8.17,20.02,?,?,u
p,3.94,?,?,8.54,6.22,?,?,w
p,1.06,a,d,2.97,1.73,?,?,e
p,4.23,f,f,0.0,0.0,f,f,f
e,8.2,a,c,4.53,14.98,?,?,w
e,6.03,p,?,6.76,13.23,?,?,y
p,7.25,d,?,4.41,11.96,?,?,w
e,14.32,d,c,8.18,23.35,s,?,w
p,7.58,a,c,8.29,8.23,?,i,n
e,2.82,a,c,3.73,7.37,?,?,w
e,9.51,?,?,3.72,19.81,?,?,n
e,6.23,s,?,8.41,11.56,?,t,o
e,5.06,a,?,6.44,8.56,?,?,w
p,13.07,e,?,10.91,15.16,?,?,w
p,3.17,x,d,5.6,4.87,?,?,n
p,2.25,a,?,3.91,6.55,?,?,y
e,3.95,a,d,8.13,6.66,?,k,n
p,10.64,a,?,12.32,22.78,r,?,y
e,6.67,x,c,6.58,6.99,?,y,n
p,4.88,p,?,3.24,5.49,?,k,n
e,3.58,x,d,5.24,3.04,?,?,y
p,8.91,f,f,3.47,23.95,?,g,n
e,6.69,s,c,6.12,30.92,?,?,w
p,1.36,?,?,4.68,2.29,?,s,n
p,0.65,?,?,3.31,0.65,?,?,w
p,6.56,?,c,1.56,13.75,?,?,y
p,6.59,e,c,12.17,11.91,?,y,w
p,14.27,e,?,17.35,16.87,s,y,w
p,7.43,s,?,5.24,7.32,?,y,n
p,3.24,?,c,6.62,4.58,s,s,w
e,7.15,p,?,6.33,14.99,?,?,y
p,1.36,a,c,6.11,2.34,?,t,y
e,6.78,?,?,4.68,22.98,b,?,n
p,8.24,?,?,15.73,18.4,?,?,w
p,7.12,d,?,4.56,11.95,?,t,g
p,3.05,a,c,4.77,5.42,?,s,u
e,5.66,a,?,6.06,7.12,?,?,l
p,9.03,d,c,7.7,14.8,?,?,p
e,14.94,?,?,24.71,16.55,s,?,n
e,6.31,x,c,7.74,13.95,?,?,w
p,6.05,x,c,5.64,16.75,?,?,y
p,5.04,e,?,6.19,7.35,?,?,k
p,3.15,a,?,5.47,6.55,?,t,r
p,2.95,d,c,3.17,8.04,?,?,w
p,6.52,a,c,5.78,6.71,?,i,y
e,10.44,d,d,9.14,14.62,?,i,n
e,52.25,p,?,5.67,32.75,?,k,n
p,3.16,a,?,8.68,2.42,?,?,n
p,6.83,a,c,6.59,7.25,?,i,n
p,6.12,e,?,7.77,7.99,?,?,o
e,6.37,a,d,5.93,5.81,?,t,w
p,1.6,a,?,4.93,1.43,?,t,n
p,6.97,s,d,5.26,13.74,r,y,w
p,2.39,a,c,6.86,2.62,?,t,y
p,14.34,p,?,4.74,38.62,?,?,n
e,1.49,d,?,4.98,1.56,?,t,y
e,4.49,x,c,8.11,8.44,b,?,n
e,9.66,p,?,6.9,22.4,?,?,n
e,6.38,e,c,4.84,12.23,?,?,w
p,9.13,?,c,10.74,15.5,?,?,w
e,7.81,?,c,4.83,19.87,?,?,w
e,5.18,x,c,8.17,14.89,?,?,w
e,22.5,p,?,19.66,98.0,?,?,n
p,7.09,e,?,7.97,11.93,?,y,w
p,17.79,d,c,6.39,36.42,?,k,n
p,10.97,a,d,11.12,27.69,?,?,w
p,2.08,?,c,6.0,2.73,?,?,n
e,4.66,a,d,6.36,4.24,?,s,g
e,8.11,d,?,3.59,10.26,?,?,w
e,1.78,?,d,5.7,4.92,?,?,w
p,0.67,?,?,3.27,0.6,?,?,w
p,8.31,d,?,4.66,12.8,?,?,w
e,7.27,s,d,5.58,11.81,?,s,g
p,0.95,a,d,2.88,1.6,?,?,e
p,3.9,?,?,4.28,5.0,?,?,e
p,2.58,d,c,2.59,6.0,?,?,w
e,0.92,?,?,2.84,1.34,?,?,w
e,2.12,d,d,7.31,3.5,?,i,n
p,0.75,?,?,3.62,0.86,?,?,w
p,7.93,x,?,16.53,8.71,r,g,n
p,4.15,x,c,4.65,3.44,b,s,n
e,8.54,e,c,6.42,9.62,?,i,n
e,14.92,a,d,6.79,24.04,?,?,w
p,3.02,f,f,0.0,0.0,f,f,f
e,3.46,x,c,7.37,7.85,b,?,n
p,7.85,d,?,4.45,11.79,?,t,r
e,3.32,d,d,3.49,5.88,?,?,w
p,1.17,f,f,2.91,5.23,?,?,y
p,3.92,a,c,4.04,5.3,?,y,o
p,12.08,p,?,9.25,32.24,c,?,y
p,11.83,d,c,5.64,28.68,?,k,n
e,3.33,?,c,6.18,3.12,?,?,w
e,8.44,a,c,7.05,20.09,?,?,w
e,8.07,s,?,8.9,13.1,?,t,o
e,10.08,p,?,5.7,14.31,?,?,y
e,5.05,f,f,3.96,8.91,?,?,y
e,15.92,e,?,9.96,16.95,?,?,w
e,15.88,a,d,7.06,22.06,?,?,w
p,8.56,?,c,1.53,16.99,?,?,y
e,6.48,d,?,3.37,8.09,?,?,w
p,2.55,a,?,7.37,2.7,?,?,n
p,9.28,a,?,13.71,26.13,r,?,o
p,0.83,d,?,4.6,1.09,?,?,o
p,6.58,d,?,5.12,12.64,?,?,w
e,6.36,p,?,5.98,12.95,?,?,y
e,4.27,a,?,5.79,7.24,?,?,l
p,12.57,d,c,5.24,13.71,?,?,n
e,5.71,e,c,5.1,12.23,?,?,w
e,4.07,?,c,6.35,6.78,?,s,w
p,1.4,d,d,1.58,2.27,?,s,n
e,9.39,s,c,6.86,19.1,b,?,u
e,13.27,e,?,9.73,17.14,s,?,w
p,3.93,f,f,0.0,0.0,f,f,f
e,5.86,s,d,3.77,9.83,?,s,g
e,7.47,e,?,5.88,12.09,b,?,y
p,5.66,d,c,5.34,9.48,b,?,n
e,7.83,p,d,7.38,12.58,?,s,n
e,8.92,a,c,4.96,17.08,?,?,w
e,6.86,x,c,5.58,16.45,?,s,w
p,12.53,s,?,8.34,17.89,?,i,n
e,6.45,s,?,7.88,12.47,?,i,n
p,3.32,d,c,3.14,7.17,?,?,w
e,7.89,p,?,12.9,27.36,?,y,w
p,4.41,x,c,6.31,4.76,?,i,n
p,2.23,a,c,3.51,3.57,?,i,u
e,11.9,?,?,9.65,14.63,b,?,w
p,11.23,p,?,4.13,28.31,?,?,n
p,10.06,a,?,12.22,22.33,r,?,y
e,6.44,d,d,6.04,12.87,?,?,w
p,0.94,a,d,2.79,1.39,?,?,e
p,4.84,?,c,0.0,0.0,f,f,f
e,7.83,?,?,9.34,17.36,b,?,w
p,0.7,a,?,3.24,0.86,?,s,k
p,4.3,x,?,5.67,6.62,?,?,w
e,7.44,x,c,7.87,12.1,?,?,w
e,5.93,d,d,5.14,12.38,?,?,w
p,3.61,?,?,4.46,4.62,?,?,e
e,11.98,a,d,10.1,17.44,?,i,n
e,8.08,p,?,7.45,14.07,?,?,y
e,5.62,s,d,5.26,11.65,?,s,g
p,2.49,a,?,4.92,4.79,?,t,r
p,6.61,?,c,1.67,16.23,?,?,n
e,8.49,x,c,5.79,16.7,?,s,w
e,1.34,a,?,6.12,2.0,?,t,y
e,11.45,x,?,8.2,25.38,?,?,n
e,4.12,d,?,5.82,7.84,?,?,w
p,2.6,a,c,3.73,3.55,?,i,w
e,13.16,p,?,8.62,22.41,?,?,n
e,8.65,x,c,7.33,16.15,?,s,w
p,5.42,?,c,3.15,11.64,?,?,y
p,5.64,x,c,6.76,12.15,?,?,w
p,8.07,e,?,7.98,15.37,?,y,w
p,8.38,d,c,8.48,10.98,?,?,p
p,3.21,d,c,3.31,8.59,?,?,w
e,14.63,e,?,10.26,17.39,?,?,w
e,6.52,x,c,8.37,17.43,?,?,w
p,4.21,f,f,0.0,0.0,f,f,f
p,9.18,x,c,9.35,11.39,r,i,w
e,7.01,s,d,4.98,10.41,?,s,g
p,4.4,s,c,5.55,6.31,?,y,w
p,9.95,a,?,12.19,23.34,r,?,o
p,5.41,d,c,6.0,5.77,?,?,e
p,0.85,a,?,4.01,1.0,?,h,k
p,3.86,s,c,6.11,8.04,?,y,w
p,7.89,s,c,5.43,10.27,?,?,p
p,5.03,e,?,8.34,8.15,?,?,o
e,9.04,?,c,5.02,19.94,?,?,w
e,5.8,s,c,7.54,19.44,?,?,u
e,5.81,a,c,6.14,16.08,?,?,w
p,6.15,x,c,7.23,11.42,?,?,w
e,3.53,d,?,5.5,6.66,?,t,w
p,3.19,x,c,4.43,2.89,b,s,n
e,14.17,x,?,8.8,26.56,?,?,n
p,2.08,f,f,0.0,0.0,f,f,f
e,2.81,?,c,6.54,3.03,?,?,w
p,7.57,s,c,6.78,17.42,?,y,e
e,2.64,x,d,3.97,2.48,?,?,y
e,6.78,e,?,6.07,12.69,b,?,w
e,6.89,x,c,7.15,9.93,?,s,n
p,3.38,a,?,9.96,2.41,?,?,n
p,2.71,d,d,3.51,2.6,?,h,w
p,4.37,x,d,5.84,4.75,?,?,n
p,12.49,e,?,11.21,17.02,?,?,w
e,9.13,s,c,7.25,31.92,?,?,w
p,4.03,s,c,5.64,7.4,?,y,l
p,8.75,?,c,11.12,12.88,?,?,w
p,4.68,?,c,6.35,6.8,?,?,w
p,5.46,s,d,5.14,11.79,?,i,y
e,6.99,x,c,7.0,16.3,?,?,w
e,7.15,d,?,3.38,8.37,?,?,w
p,6.3,?,?,11.33,13.13,?,s,w
p,4.28,d,c,4.8,7.86,?,?,e
e,56.24,p,?,8.98,49.46,?,k,k
p,2.17,a,?,3.5,2.36,?,?,w
p,5.99,s,d,5.67,13.53,?,i,y
p,3.89,f,f,5.28,27.51,?,g,w
e,7.22,p,?,6.92,18.03,?,?,y
e,7.36,a,c,4.21,15.11,?,?,w
p,1.91,?,c,5.58,3.34,?,?,n
e,7.49,e,c,6.45,10.47,?,y,n
e,0.7,a,?,4.62,0.98,?,?,n
p,2.23,?,?,8.5,3.32,?,?,y
p,4.13,f,f,5.14,30.58,?,g,w
e,4.82,x,c,5.14,4.98,?,s,n
p,1.09,a,d,3.25,1.64,?,?,n
p,16.56,p,?,4.19,26.44,?,?,n
p,6.58,d,c,6.26,6.76,?,?,e
p,2.45,?,c,4.76,4.27,s,s,w
p,8.15,p,?,7.37,23.83,c,?,n
p,3.75,f,f,5.26,29.77,?,g,w
p,1.88,a,c,5.51,2.41,?,t,y
p,4.01,s,d,3.56,14.38,r,i,w
p,7.67,e,c,12.91,12.32,?,y,w
e,15.1,e,?,11.11,18.29,s,?,w
e,15.4,e,?,9.84,17.02,s,?,w
p,9.22,a,?,7.98,10.27,s,?,n
p,3.83,x,d,5.41,5.12,?,?,n
e,10.71,e,c,7.58,11.06,?,i,w
p,4.84,d,c,3.45,6.29,?,?,o
e,3.63,a,c,4.28,6.39,?,?,o
e,18.5,p,?,14.64,76.07,?,?,n
e,2.56,?,d,6.33,4.74,?,?,w
e,4.52,p,?,6.73,13.32,?,?,n
p,3.96,x,c,5.88,4.62,?,i,n
p,3.19,d,c,2.68,6.37,?,?,w
p,1.57,d,d,2.11,2.5,?,s,n
p,8.54,?,?,13.31,17.3,?,?,w
p,4.16,?,?,9.84,5.82,?,?,w
p,5.05,?,c,6.77,7.58,?,?,w
e,15.98,e,?,9.57,17.66,?,?,w
p,7.38,e,c,12.85,13.46,?,y,w
p,6.35,d,c,5.36,6.59,?,i,y
p,5.72,x,c,6.23,13.23,?,?,w
p,6.4,p,?,3.91,6.73,?,k,n
p,18.75,d,c,6.88,46.38,?,k,n
p,2.96,d,c,3.13,6.1,?,?,n
e,1.53,a,?,4.91,1.82,?,t,y
e,1.06,?,?,3.16,1.56,?,?,w
p,6.23,d,c,5.53,10.19,b,?,n
p,4.01,a,?,4.47,7.17,?,?,w
p,2.82,e,c,4.48,3.4,?,k,w
p,10.36,a,c,11.59,11.69,?,y,y
p,7.55,a,c,7.8,8.0,?,i,n
p,4.79,?,c,6.85,7.87,?,?,w
e,9.99,s,c,7.27,29.7,?,?,w
p,9.29,?,c,10.82,14.99,?,?,w
e,4.68,a,d,5.39,4.0,?,t,g
e,20.56,p,?,16.24,34.01,s,y,w
p,4.05,a,c,4.53,5.94,?,y,n
p,4.39,?,?,5.43,6.92,?,?,e
e,18.08,d,c,10.6,29.97,s,?,w
p,3.44,e,c,3.65,3.19,?,k,w
p,4.16,x,c,4.48,3.03,b,i,n
e,8.89,x,c,6.5,14.9,?,?,w
e,10.79,e,c,19.25,13.39,?,s,w
e,4.95,p,?,6.51,13.81,?,?,e
p,3.36,d,c,3.65,6.37,?,?,n
e,6.76,d,c,5.44,8.4,?,s,w
e,6.85,e,?,13.26,13.26,?,s,w
e,7.0,a,c,5.85,16.02,?,?,w
e,3.92,p,?,4.99,9.69,?,?,e
e,11.38,d,c,6.13,16.63,?,?,w
e,4.28,d,c,4.93,7.03,?,?,g
p,2.9,a,?,7.86,2.66,?,?,w
p,13.42,s,?,8.58,18.06,?,i,n
e,11.26,d,c,5.27,16.98,?,?,w
p,3.62,e,c,4.99,3.68,?,k,w
p,5.11,?,?,10.87,12.25,?,s,w
e,8.13,p,?,13.04,27.4,?,y,w
p,2.45,a,c,3.84,3.4,?,i,u
e,7.06,p,?,4.88,11.39,?,?,y
e,2.03,?,d,5.24,4.33,?,?,w
p,6.42,d,c,6.06,11.45,b,?,n
e,4.48,s,?,4.61,8.22,?,?,w
p,4.08,x,d,5.74,5.08,?,?,n
p,3.1,a,c,5.35,4.7,?,s,u
p,1.3,f,f,3.27,4.42,?,?,y
e,2.95,x,d,3.93,3.11,?,?,y
p,3.23,x,c,8.22,3.83,?,?,n
e,5.06,x,c,7.2,12.48,?,?,w
e,8.11,p,?,6.21,16.03,?,?,n
e,8.59,x,c,5.98,14.08,?,?,w
p,5.23,s,d,4.78,11.76,?,i,y
p,8.56,d,c,6.38,8.78,?,?,e
p,7.78,s,?,5.14,6.32,?,y,n
e,8.14,p,d,5.98,12.65,?,s,n
p,12.96,e,?,16.0,16.6,s,y,w
e,5.68,e,?,5.75,11.87,b,?,w
e,4.17,d,?,6.06,8.23,?,?,l
p,6.02,d,c,6.65,7.89,?,?,e
p,0.92,a,d,2.89,1.31,?,?,e
p,10.41,d,?,5.45,13.54,?,?,w
p,9.09,?,c,11.27,15.62,?,?,w
p,7.05,x,?,6.88,17.86,s,?,g
p,7.1,e,c,12.34,12.36,?,y,w
e,6.41,d,c,5.55,8.29,?,s,w
e,5.86,f,f,7.17,60.01,?,?,n
p,7.76,x,c,4.26,13.03,?,?,y
e,7.72,e,c,5.0,13.23,?,?,w
p,10.63,s,?,6.65,16.99,?,i,n
e,10.11,?,?,5.19,26.34,?,?,n
p,2.77,d,c,3.3,5.7,?,?,n
p,9.12,p,?,6.35,17.69,?,?,u
p,5.34,p,?,3.39,5.11,?,k,n
p,9.84,a,c,10.61,12.01,?,y,y
p,5.8,?,?,9.03,12.46,?,s,w
e,9.3,e,c,17.76,11.11,?,s,w
e,5.32,d,d,4.69,10.73,?,?,w
e,10.32,d,d,8.6,15.68,?,i,n
p,3.53,s,c,5.82,9.13,?,?,w
p,2.3,s,d,3.86,10.99,r,i,w
p,8.16,e,c,13.12,12.73,?,y,w
e,5.34,x,c,6.27,6.37,?,y,n
e,2.54,x,d,4.37,2.57,?,?,y
e,7.32,p,?,10.71,24.32,?,y,w
p,8.12,a,c,8.14,8.31,?,i,n
e,10.58,x,c,8.03,23.66,?,?,w
e,1.65,a,?,5.68,2.01,?,t,y
p,2.96,f,f,0.0,0.0,f,f,f
e,17.8,p,?,15.29,34.17,s,y,w
e,14.05,e,?,10.18,17.97,?,?,w
p,9.99,a,?,13.17,18.39,s,?,n
p,1.51,?,c,5.11,2.74,?,?,n
p,3.86,f,f,0.0,0.0,f,f,f
p,2.4,a,c,2.97,3.31,?,i,u
e,1.55,?,d,4.94,2.64,?,?,w
p,11.15,p,?,7.53,30.22,c,?,y
p,8.0,s,d,6.03,16.58,r,y,w
e,6.89,s,d,6.0,11.25,?,s,g
p,3.28,a,?,5.67,7.06,?,t,y
e,6.66,d,d,5.6,12.41,?,?,w
p,13.05,p,?,7.41,25.3,c,?,y
p,6.28,d,c,6.45,6.1,?,?,n
p,3.73,x,?,4.55,6.24,?,?,w
e,3.75,?,c,7.47,3.44,?,?,w
e,1.37,a,?,4.7,1.6,?,?,g
e,5.97,f,f,6.22,20.54,?,?,n
p,4.32,?,c,0.0,0.0,f,f,f
e,13.08,e,?,12.48,18.57,s,?,w
e,9.44,e,?,8.62,17.48,?,y,w
p,2.58,a,?,5.56,2.51,?,s,n
e,6.94,a,c,5.74,13.07,?,?,w
e,8.3,a,d,8.53,14.24,?,i,n
p,4.6,x,d,5.83,4.99,?,?,y
e,6.37,a,d,6.09,4.76,?,t,g
e,3.05,f,f,6.47,6.61,?,?,o
e,6.45,a,c,6.23,18.45,?,?,w
p,2.89,a,?,5.39,3.7,?,y,y
p,2.4,a,d,3.78,2.58,?,h,w
e,6.41,s,?,8.53,11.52,?,t,o
e,2.95,?,d,7.19,4.41,?,?,w
e,10.03,p,?,8.01,22.29,?,?,n
e,4.63,f,f,2.76,8.48,?,?,y
p,6.29,d,c,6.63,7.8,?,?,n
p,9.51,d,c,8.32,15.52,?,?,p
e,8.39,s,c,6.51,29.01,?,?,w
e,5.49,d,d,6.02,11.97,?,?,w
e,6.64,p,?,5.56,12.57,?,?,y
e,3.62,x,c,3.96,4.45,?,s,n
e,11.78,e,c,19.84,13.14,?,s,w
p,3.39,p,?,2.85,4.2,?,k,n
p,3.45,?,c,6.63,4.68,s,s,w
e,6.32,x,c,6.47,8.26,?,s,n
p,3.88,x,c,4.5,3.2,b,i,n
p,7.18,d,c,6.92,8.69,?,?,n
p,9.09,p,?,7.61,27.32,?,?,e
p,4.92,d,c,5.74,8.18,?,?,e
p,21.44,d,c,6.78,45.78,?,k,k
e,11.12,a,d,8.87,15.27,?,i,n
p,1.51,a,?,4.64,1.41,?,t,n
e,1.79,a,?,6.85,2.56,?,t,y
p,2.79,s,c,4.58,6.74,?,?,w
p,1.7,?,?,5.53,2.84,?,s,n
p,7.98,d,?,4.44,12.75,?,t,g
p,3.27,a,?,4.47,7.9,?,?,w
p,4.38,x,d,6.1,4.6,?,?,y
e,1.82,d,d,5.49,3.09,?,i,n
p,3.71,a,?,6.13,3.64,?,y,y
e,12.58,d,c,2.49,14.45,?,?,w
e,3.43,d,d,3.69,5.9,?,?,w
e,7.3,s,c,7.45,31.16,?,?,w
p,8.64,a,?,8.98,12.32,s,?,n
p,4.49,x,d,4.87,4.99,?,?,n
e,9.62,?,?,6.51,22.76,b,?,n
p,13.66,p,?,3.76,29.85,?,?,n
p,10.99,d,?,5.43,13.85,?,?,w
p,4.45,?,c,3.8,12.87,?,?,y
e,2.27,?,c,6.44,2.81,?,?,w
p,6.65,x,d,5.85,16.63,b,?,w
e,12.82,d,c,2.54,15.7,?,?,w
e,5.2,p,?,6.11,13.09,?,?,y
p,4.74,?,c,9.81,7.95,?,?,y
p,4.03,a,?,11.39,2.73,?,?,g
p,4.2,a,c,4.03,5.41,?,y,o
p,9.35,p,?,10.55,30.43,c,?,n
p,2.68,a,?,7.66,2.72,?,?,w
e,5.17,x,c,7.99,11.04,?,s,n
p,3.12,a,?,9.44,2.72,?,?,g
