@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-shape {b, x, s, f, o, c, p}
@ATTRIBUTE cap-surface {t, g, d, y, ?, s, h, l, w, i, k, e}
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE gill-color {w, y, p, g, r, e, f, n, o, u, k, b}
@ATTRIBUTE stem-surface {y, ?, i, s, g, h, t, k, f}
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE veil-type {u, ?}
@ATTRIBUTE veil-color {w, ?, y, u, n, k, e}
@ATTRIBUTE has-ring {t, f}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE spore-print-color {?, w, n, p, k, g, r, u}

@DATA
p,b,?,k,k,?,g,?,w,f,f,k
e,x,s,e,w,i,n,?,?,t,?,w
e,f,y,w,w,?,n,?,?,t,m,?
e,x,?,n,g,y,w,?,?,f,f,?
p,b,t,p,r,t,r,?,?,f,f,?
e,s,e,g,w,?,w,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
p,x,?,w,p,?,n,?,?,f,f,?
p,p,?,n,p,?,n,?,?,f,f,p
p,s,d,o,o,?,o,?,?,f,f,?
p,f,d,e,y,?,n,?,?,f,f,?
p,b,w,u,u,s,u,?,?,f,f,?
p,b,g,o,n,?,n,?,?,f,f,?
p,s,w,o,y,?,n,?,?,f,f,?
p,s,t,n,w,t,g,?,?,f,f,?
p,f,?,o,o,?,y,?,?,f,f,w
e,f,g,g,g,s,g,?,?,f,f,?
e,x,y,n,p,y,n,?,?,f,f,?
p,x,s,o,y,?,y,?,?,f,f,?
p,o,k,n,n,?,n,?,?,f,f,?
e,x,s,w,n,?,w,?,?,t,l,?
p,p,y,n,g,s,w,?,?,t,z,?
e,x,e,l,w,?,w,?,?,f,f,?
p,b,h,n,n,?,w,?,?,t,?,k
p,f,y,o,y,?,o,?,?,f,f,?
p,x,d,o,y,?,y,?,?,t,r,n
p,x,s,e,g,?,k,?,?,f,f,?
p,x,g,e,n,h,k,?,?,f,f,?
p,x,s,n,e,?,y,?,?,f,f,?
e,s,w,y,f,?,y,?,?,f,f,?
p,x,e,n,o,?,y,?,?,f,f,?
p,x,t,r,n,?,n,?,?,f,f,?
p,x,y,o,y,?,o,?,?,t,r,n
p,b,h,n,n,t,n,?,?,f,f,?
p,x,?,n,n,s,n,?,?,f,f,k
p,x,e,e,n,?,e,?,w,t,z,?
e,s,y,n,p,i,n,?,?,f,f,?
e,x,s,n,w,i,n,?,?,t,?,w
p,x,?,n,w,i,w,?,?,f,f,?
e,x,y,n,p,?,w,?,?,t,r,?
e,x,s,n,w,i,w,?,?,f,f,p
e,f,s,n,g,?,w,?,?,t,l,?
p,b,?,g,n,?,n,?,w,f,f,k
e,s,?,y,w,?,g,?,?,f,f,?
p,o,?,e,f,g,n,?,?,f,f,?
p,x,g,n,w,?,n,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
e,x,t,n,o,t,w,?,?,f,f,?
p,x,g,e,n,s,k,?,?,f,f,?
e,x,h,n,y,?,n,?,?,f,f,?
e,f,?,n,w,?,w,u,w,t,g,?
p,f,?,w,p,?,p,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
e,x,?,n,w,?,w,u,w,t,g,?
p,o,s,r,f,f,f,?,?,t,f,?
e,x,t,g,n,t,w,?,?,t,l,?
p,o,?,n,f,g,n,?,?,f,f,?
e,f,s,u,w,?,w,?,?,f,f,?
p,f,s,y,f,?,y,?,?,f,f,?
p,x,w,n,w,g,n,?,?,f,f,?
p,s,s,g,w,?,w,?,?,f,f,?
e,x,s,u,w,?,w,?,?,f,f,?
p,o,?,w,f,g,w,?,?,t,f,?
p,x,s,n,w,i,w,?,?,f,f,?
e,x,?,y,w,?,w,?,?,f,f,?
p,c,?,w,w,i,w,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
p,x,k,w,n,?,w,?,?,f,f,?
p,x,i,n,k,i,n,?,k,t,z,k
e,x,s,p,e,?,e,?,?,f,f,?
p,f,?,g,y,?,n,?,?,f,f,?
e,f,y,y,w,?,n,?,w,t,e,?
p,x,t,n,w,?,r,?,?,f,f,?
p,b,t,n,k,?,n,?,?,t,f,?
p,x,g,n,n,s,n,?,?,f,f,?
p,o,k,y,y,?,y,?,?,f,f,?
p,s,s,g,w,?,w,?,?,f,f,?
e,x,d,w,w,?,w,?,?,f,f,?
p,b,?,g,k,?,n,?,w,f,f,k
e,x,?,n,w,?,n,?,w,t,?,?
e,b,g,n,g,s,n,?,?,f,f,?
e,s,?,n,p,?,u,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
e,s,l,n,f,?,n,?,?,f,f,g
e,x,g,n,w,?,n,?,?,f,f,?
p,x,?,g,n,?,g,?,u,f,f,?
p,f,t,r,n,?,n,?,?,f,f,?
p,f,?,w,w,i,u,?,?,f,f,?
e,x,?,y,w,?,w,u,w,t,g,?
p,b,y,g,k,s,w,?,?,t,z,?
e,s,?,n,w,s,w,?,?,f,f,?
e,f,h,o,n,i,n,?,?,f,f,?
p,x,k,n,n,?,n,?,?,f,f,?
p,f,t,n,y,?,y,?,?,f,f,?
e,x,y,n,p,y,n,?,?,f,f,?
e,x,y,n,n,?,w,?,?,t,r,?
p,s,?,u,w,?,y,?,?,f,f,?
p,f,y,n,w,k,w,?,?,t,e,?
p,f,d,e,y,?,e,?,?,f,f,?
p,s,d,e,y,?,n,?,?,f,f,?
e,f,s,n,w,i,w,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
p,x,?,u,n,?,u,?,u,f,f,?
e,x,y,g,g,?,w,?,?,f,f,?
p,x,y,o,y,?,o,?,?,t,r,n
e,x,g,y,w,t,y,?,?,f,f,?
e,s,?,n,w,?,n,?,?,f,f,?
p,x,g,n,p,?,n,?,?,f,f,?
p,x,?,u,n,?,g,?,u,f,f,?
e,x,?,y,g,?,w,?,?,f,f,?
p,o,?,e,f,g,n,?,?,f,f,?
p,x,s,n,r,y,n,?,?,f,f,?
e,f,e,b,b,?,w,?,?,t,f,?
p,x,y,y,y,y,y,?,?,t,?,?
e,f,?,y,w,?,w,?,?,f,f,?
p,f,d,k,y,?,n,?,?,f,f,?
p,b,y,r,u,y,w,?,?,t,e,u
p,b,s,y,k,?,y,u,w,t,z,r
p,b,s,y,y,?,y,u,w,t,z,r
p,b,t,y,g,?,n,?,?,t,f,?
p,x,d,e,w,?,e,?,?,f,f,?
e,x,h,y,y,?,w,?,?,f,f,?
p,f,?,y,y,?,w,?,?,f,f,?
p,s,d,e,w,?,e,?,?,f,f,?
p,b,g,w,n,?,n,?,?,f,f,?
p,x,g,n,w,?,n,?,?,f,f,?
e,x,s,y,n,?,w,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
e,x,d,o,e,?,o,?,?,f,f,?
p,x,t,n,g,y,n,?,?,f,f,?
e,x,t,n,n,?,n,?,w,t,p,?
p,x,h,n,e,?,y,?,?,f,f,?
e,x,d,e,e,?,o,?,?,f,f,?
e,x,?,g,g,y,w,?,?,f,f,?
p,x,s,y,r,?,y,u,w,t,z,k
e,f,y,n,p,i,n,?,?,f,f,?
p,x,h,w,p,i,n,?,?,f,f,?
e,s,d,n,p,?,g,?,?,f,f,?
p,x,y,n,w,y,y,?,?,t,r,?
e,s,l,n,f,?,n,?,?,f,f,g
p,x,y,y,y,y,y,?,?,t,?,?
p,f,i,k,p,?,w,?,?,f,f,p
p,x,i,e,e,?,e,?,?,f,f,n
p,b,t,n,g,?,n,?,?,t,f,?
p,x,s,r,r,y,w,?,?,f,f,?
p,c,k,y,r,?,w,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
p,x,t,n,n,?,n,?,?,f,f,?
p,x,h,o,y,g,o,?,?,f,f,?
e,x,e,n,w,?,w,?,?,t,?,?
p,x,w,p,p,?,p,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,l,?
e,x,t,n,w,s,n,u,w,f,f,?
e,x,d,y,y,?,e,?,?,f,f,?
p,f,t,n,p,i,n,?,?,f,f,?
e,f,h,k,w,s,g,?,?,f,f,?
p,b,?,n,g,s,g,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
p,o,?,k,f,g,n,?,?,f,f,?
e,f,?,b,w,?,w,?,?,f,f,?
p,o,s,y,f,f,f,?,?,t,f,?
e,x,t,n,y,?,n,?,?,f,f,?
e,o,?,n,w,?,n,?,?,f,f,?
e,f,w,n,k,?,w,?,?,f,f,?
p,f,t,e,w,?,w,?,?,f,f,?
e,x,e,n,w,?,w,?,?,f,f,?
p,x,?,n,u,?,g,?,u,f,f,?
p,s,h,g,g,t,r,?,?,f,f,?
p,s,t,r,n,?,n,?,?,f,f,?
p,f,i,k,p,?,w,?,?,f,f,p
e,x,h,y,y,?,w,?,?,f,f,?
e,s,w,y,f,?,y,?,?,f,f,?
p,x,e,n,n,?,n,?,e,f,f,?
e,s,t,o,o,?,w,?,?,f,f,?
e,f,y,n,p,i,n,?,?,f,f,?
p,b,h,n,n,t,n,?,?,f,f,?
p,s,h,r,w,t,g,?,?,f,f,?
e,p,y,w,w,?,n,?,?,t,m,?
e,x,s,k,w,?,w,?,?,f,f,?
e,f,?,g,w,?,w,?,?,f,f,?
p,x,?,n,n,?,n,?,u,f,f,?
e,f,?,l,y,?,w,?,?,f,f,?
e,x,s,b,w,s,n,?,?,f,f,?
p,x,t,y,y,?,y,?,?,f,f,?
p,x,y,y,w,y,n,?,?,t,r,?
p,o,k,o,o,?,n,?,?,f,f,?
e,f,g,g,g,s,n,?,?,f,f,?
e,f,?,g,u,?,u,?,?,f,f,?
p,b,t,n,k,?,w,?,?,t,?,k
p,x,g,w,w,?,e,?,?,f,f,?
p,o,s,g,f,f,f,?,?,t,f,?
e,x,s,u,w,?,w,?,?,f,f,?
e,x,t,y,y,?,y,?,y,t,?,?
p,s,?,y,o,?,w,?,?,t,f,?
e,f,e,g,w,?,w,?,?,f,f,?
p,x,i,n,k,i,n,?,k,t,z,k
e,x,?,y,y,?,w,?,?,f,f,?
e,s,?,n,w,?,n,?,?,f,f,?
e,f,s,o,y,t,o,?,?,f,f,?
e,x,?,w,r,?,w,?,?,f,f,?
p,f,?,g,w,?,w,u,w,t,e,?
p,f,l,e,y,?,n,?,?,f,f,?
p,s,?,u,w,?,y,?,?,f,f,?
e,f,t,o,y,k,n,?,?,f,f,?
p,x,d,o,o,?,y,?,?,t,r,n
e,x,h,n,n,y,n,?,?,t,r,?
p,s,k,y,n,k,n,?,?,t,f,?
e,b,g,n,w,?,y,?,?,f,f,?
p,o,?,e,f,g,n,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
p,x,?,n,n,s,n,?,?,f,f,k
p,x,g,o,y,?,w,?,?,f,f,?
p,o,t,r,o,?,y,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,e,?
p,x,h,e,w,y,w,u,w,t,p,?
p,x,t,n,n,y,n,?,?,f,f,?
p,b,y,n,w,s,w,?,?,f,f,?
e,x,d,n,y,?,y,?,?,f,f,?
p,p,t,n,g,t,y,?,?,t,e,?
e,x,y,y,w,?,n,?,w,t,e,?
p,p,y,w,k,?,w,?,?,f,f,?
p,s,h,n,g,t,g,?,?,f,f,?
p,s,w,u,u,s,u,?,?,f,f,?
e,x,?,w,r,?,l,?,?,f,f,?
p,s,t,p,p,?,p,?,?,t,f,?
e,f,y,n,w,?,n,?,?,t,m,?
e,x,h,y,y,?,w,?,?,f,f,?
p,s,t,n,y,?,y,?,?,f,f,?
p,b,s,k,y,?,k,?,?,f,f,?
p,b,d,r,r,t,r,?,?,f,f,?
p,s,s,w,w,?,w,?,?,f,f,?
p,x,k,n,y,i,y,?,?,t,?,?
e,x,s,n,w,i,n,?,?,t,?,w
e,o,y,y,y,k,n,?,?,f,f,?
p,b,?,g,k,?,n,?,w,f,f,k
p,x,i,y,n,i,n,?,k,t,z,k
p,x,i,o,y,?,o,?,?,f,f,?
e,x,t,g,n,t,w,?,?,t,l,?
p,b,h,n,n,t,n,?,?,f,f,?
p,x,s,r,r,y,w,?,?,f,f,?
p,p,t,n,g,t,y,?,?,t,e,?
p,f,d,e,y,?,n,?,?,f,f,?
e,x,s,y,w,t,y,?,?,f,f,?
e,x,?,n,n,?,n,?,w,t,?,?
e,x,t,n,y,?,n,?,?,f,f,?
e,f,y,n,p,?,w,?,?,t,l,?
p,x,h,r,w,?,w,u,w,t,g,?
e,f,e,b,b,?,w,?,?,t,f,?
e,x,h,y,y,?,w,?,?,f,f,?
e,p,t,n,w,?,n,?,?,f,f,?
p,p,g,n,w,y,w,u,w,t,p,?
p,s,k,n,y,k,n,?,?,f,f,?
p,x,t,n,w,?,w,?,?,f,f,?
p,b,g,y,n,?,n,?,?,f,f,?
e,b,g,g,g,s,g,?,?,f,f,?
e,s,l,w,w,?,w,?,?,f,f,?
e,x,?,b,u,?,w,?,?,f,f,?
p,x,g,y,y,?,w,?,?,f,f,?
p,s,?,o,o,?,w,?,?,t,f,?
e,f,h,k,w,s,g,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
p,x,i,e,e,?,e,?,?,f,f,n
p,x,s,w,w,?,w,?,?,f,f,?
e,b,g,g,g,?,w,?,?,f,f,?
e,f,y,n,p,i,n,?,?,f,f,?
p,x,g,y,y,?,w,?,?,f,f,?
p,x,w,n,w,g,n,?,?,f,f,?
p,f,d,n,y,s,n,?,?,f,f,?
e,x,s,n,p,i,n,?,?,f,f,p
e,f,s,k,k,?,w,?,?,f,f,w
p,o,s,n,f,f,f,?,?,t,f,?
e,x,?,w,n,?,n,?,w,t,?,?
p,s,h,g,g,t,r,?,?,f,f,?
e,f,s,w,w,?,w,?,?,f,f,?
p,x,s,y,f,?,y,?,?,f,f,?
p,x,t,o,n,y,o,?,?,t,z,?
p,x,h,n,y,?,y,?,?,f,f,?
p,f,k,n,y,k,n,?,?,f,f,?
e,b,y,n,k,?,w,?,?,f,f,?
e,s,?,y,w,?,w,?,?,f,f,?
e,f,h,n,y,t,o,?,?,f,f,?
e,x,t,y,y,?,y,?,y,t,?,?
e,f,w,y,f,?,y,?,?,f,f,?
e,x,y,n,w,?,w,?,?,t,?,?
e,s,s,n,y,?,w,?,?,f,f,w
p,o,e,o,y,?,y,?,?,f,f,?
e,x,l,w,w,?,w,?,?,f,f,?
p,x,g,n,w,?,n,?,?,f,f,?
p,x,e,o,y,?,o,?,?,t,r,n
p,x,?,o,o,?,o,?,?,f,f,w
p,s,?,y,o,?,w,?,?,t,f,?
e,x,t,y,y,?,y,?,y,t,?,?
e,x,?,l,r,?,l,?,?,f,f,?
p,f,t,n,n,?,n,?,?,f,f,?
e,p,y,w,p,?,w,?,w,t,e,?
e,x,h,n,k,s,w,?,w,f,f,k
p,x,g,y,n,s,n,?,?,f,f,?
e,x,?,g,g,?,u,?,?,f,f,?
e,f,s,w,n,?,w,?,?,t,l,?
p,o,s,o,f,f,f,?,?,t,f,?
e,b,h,k,w,s,g,?,?,f,f,?
e,x,?,y,w,?,y,u,w,t,g,?
p,x,?,g,y,?,n,?,?,f,f,?
e,x,h,n,y,s,n,?,?,f,f,?
e,f,s,u,w,?,w,?,?,f,f,?
e,f,?,e,w,s,w,?,?,f,f,?
p,x,s,g,p,i,n,?,?,f,f,?
e,f,g,n,y,i,n,?,?,f,f,?
p,f,s,w,w,?,w,?,?,f,f,?
e,x,?,n,g,y,w,?,?,f,f,?
p,f,t,n,p,i,n,?,?,f,f,?
p,c,?,w,n,i,u,?,?,f,f,?
e,f,?,n,w,?,w,u,w,t,g,?
p,x,s,k,y,?,n,?,?,f,f,?
p,x,i,y,y,?,y,?,?,t,r,n
e,s,d,o,o,?,w,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
p,o,s,w,w,f,f,?,?,f,f,n
e,x,?,n,w,?,w,u,w,t,g,?
p,x,g,e,n,s,k,?,?,f,f,?
p,x,?,p,w,?,w,?,?,f,f,?
e,x,t,y,y,?,w,?,?,f,f,?
e,s,s,b,o,?,w,?,?,f,f,?
p,x,i,e,e,?,e,?,?,f,f,n
e,f,s,e,w,i,n,?,?,t,?,w
e,x,h,y,y,?,y,?,y,t,?,?
e,f,h,k,g,s,g,?,?,f,f,?
p,b,w,y,y,t,r,?,?,f,f,?
p,o,k,o,y,?,n,?,?,f,f,?
e,f,?,n,w,s,w,?,?,f,f,?
e,x,t,y,w,t,y,?,?,f,f,?
e,x,s,n,n,?,n,?,?,f,f,?
e,x,?,l,r,?,w,?,?,f,f,?
p,f,?,u,n,i,w,?,?,f,f,?
e,x,t,n,y,?,n,?,?,f,f,?
e,f,?,p,w,s,w,?,?,f,f,?
p,x,?,p,g,?,y,?,?,f,f,?
p,c,k,w,y,?,w,?,?,f,f,?
p,x,g,n,w,y,w,u,w,t,p,?
p,s,t,p,p,?,p,?,?,t,f,?
p,f,s,g,w,?,w,?,?,f,f,?
e,x,e,n,w,?,w,?,?,t,?,?
e,x,t,y,y,?,w,?,?,f,f,?
p,o,s,o,f,f,f,?,?,t,f,?
p,f,?,w,w,i,w,?,?,f,f,?
e,f,h,k,w,s,g,?,?,f,f,?
p,b,h,r,u,y,w,?,?,t,e,k
p,x,i,y,o,?,o,?,?,t,r,n
p,s,?,n,w,?,e,?,?,f,f,?
p,x,g,e,n,h,k,?,?,f,f,?
p,x,h,r,n,y,w,?,?,t,e,k
p,x,w,p,p,?,p,?,?,f,f,?
p,x,s,o,k,?,o,?,?,f,f,?
e,f,e,b,b,?,w,?,?,t,f,?
e,s,?,g,b,?,u,?,?,f,f,?
e,x,?,y,w,?,w,?,?,f,f,?
p,c,e,y,y,?,w,?,?,f,f,?
e,x,t,n,o,t,w,?,?,f,f,?
p,f,d,b,w,s,n,?,?,f,f,?
e,s,s,n,n,?,n,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
e,b,y,n,k,?,w,?,?,f,f,?
p,f,y,y,y,y,e,?,?,f,f,?
e,b,g,n,w,?,y,?,?,f,f,?
e,x,?,w,w,?,w,u,y,t,g,?
e,x,s,n,w,s,n,?,?,f,f,?
p,b,?,g,n,?,n,?,w,f,f,k
p,x,d,w,p,h,w,?,?,f,f,?
p,f,l,y,y,?,n,?,?,f,f,?
p,x,?,n,w,?,w,u,w,t,g,?
e,x,s,w,w,?,w,?,?,f,f,?
p,x,y,r,n,y,l,?,?,t,e,k
p,x,h,r,w,?,w,u,w,t,g,?
p,c,i,y,r,?,w,?,?,f,f,?
p,x,?,y,y,i,y,?,?,f,f,?
e,x,t,y,y,?,w,?,?,f,f,?
e,s,l,w,w,?,w,?,?,f,f,?
p,p,s,g,g,s,w,?,?,t,z,?
p,f,d,e,y,?,e,?,?,f,f,?
e,o,y,y,y,k,k,?,?,f,f,?
p,f,i,k,p,?,w,?,?,f,f,p
p,x,?,y,y,i,y,?,?,f,f,?
p,o,?,w,f,g,w,?,?,t,f,?
e,x,d,n,y,?,y,?,?,f,f,?
e,f,s,u,w,?,w,?,?,f,f,?
p,b,g,n,n,?,n,?,?,f,f,?
e,x,y,n,w,y,n,?,?,f,f,?
e,x,g,n,p,?,n,?,?,f,f,?
p,c,t,y,n,?,y,?,?,f,f,?
p,o,?,w,f,g,w,?,?,t,f,?
e,x,h,n,n,s,n,?,?,t,r,?
p,x,g,w,w,?,n,?,?,f,f,?
p,f,d,k,y,?,n,?,?,f,f,?
p,s,?,e,b,?,e,?,?,f,f,?
p,b,y,n,g,s,w,?,?,f,f,?
p,x,?,n,p,?,n,?,?,f,f,p
p,o,?,w,f,g,w,?,?,t,f,?
p,p,t,n,g,t,y,?,?,t,e,?
p,x,s,g,r,i,w,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,e,?
e,f,s,w,n,?,w,?,?,t,l,?
e,f,s,w,n,?,w,?,?,t,r,?
p,x,i,n,n,?,n,?,n,f,f,?
p,f,l,n,n,?,n,?,?,f,f,?
e,x,s,n,w,i,w,?,?,f,f,p
p,s,d,o,o,?,o,?,?,f,f,?
e,x,d,e,o,?,o,?,?,f,f,?
e,x,w,n,y,?,n,?,?,f,f,?
e,x,?,u,u,?,w,?,?,f,f,?
e,x,t,n,n,?,n,?,?,f,f,?
p,b,t,n,p,i,n,?,?,f,f,?
p,f,s,g,w,?,w,?,?,f,f,?
p,x,g,n,n,s,n,?,?,f,f,?
p,b,y,w,k,?,w,?,?,f,f,?
p,b,t,n,k,?,w,?,?,t,?,k
p,c,i,y,r,?,w,?,?,f,f,?
e,x,e,n,w,?,w,?,?,t,?,?
p,b,t,w,w,y,w,u,w,t,e,?
p,f,k,n,y,i,y,?,?,t,?,?
p,c,e,w,p,?,w,?,?,f,f,?
p,s,k,n,n,k,n,?,?,t,f,?
p,s,s,n,y,k,n,?,?,f,f,?
p,f,w,o,y,?,n,?,?,f,f,?
e,x,s,n,w,t,y,?,?,f,f,?
e,b,g,g,g,?,w,?,?,f,f,?
p,x,?,n,w,?,n,?,?,f,f,?
p,s,?,u,w,?,w,?,?,f,f,?
p,f,y,p,w,k,w,?,?,t,e,?
p,x,y,y,y,y,y,?,?,t,?,?
p,x,i,y,k,i,n,?,k,t,z,k
p,c,i,y,r,?,w,?,?,f,f,?
e,x,s,w,w,?,w,?,?,f,f,?
p,f,h,r,w,?,w,u,w,t,g,?
e,x,h,g,n,t,g,?,?,t,l,?
e,p,d,e,n,y,w,?,?,f,f,?
p,x,t,o,n,y,n,?,?,t,z,?
p,x,i,e,e,?,e,?,?,f,f,n
e,f,e,g,w,?,w,?,?,f,f,?
p,f,y,p,w,k,w,?,?,t,e,?
p,f,d,n,w,i,n,?,?,f,f,?
e,x,e,y,w,?,w,?,?,f,f,?
e,f,s,w,w,s,w,?,?,t,e,?
e,x,t,o,n,?,e,?,?,f,f,?
p,s,w,n,n,?,n,?,?,f,f,?
e,s,?,n,w,s,w,?,?,f,f,?
e,x,h,n,w,s,w,u,w,f,f,?
e,s,?,y,w,?,w,?,?,f,f,?
e,x,s,n,n,?,e,?,?,f,f,?
e,s,t,w,o,?,w,?,?,f,f,?
e,f,d,n,p,?,g,?,?,f,f,?
p,x,g,n,w,?,w,?,?,f,f,?
p,x,h,y,p,i,n,?,?,f,f,?
e,s,t,o,o,?,w,?,?,f,f,?
p,b,y,e,w,k,w,?,?,t,e,?
p,p,s,n,k,s,w,?,?,t,z,?
e,x,?,g,g,y,w,?,?,f,f,?
p,c,?,u,w,i,u,?,?,f,f,?
e,x,d,y,y,?,y,?,?,f,f,?
e,x,?,b,u,?,w,?,?,f,f,?
p,x,?,g,y,?,n,?,?,f,f,?
e,f,y,g,w,?,w,?,?,f,f,?
p,f,l,e,y,?,n,?,?,f,f,?
p,s,w,u,u,s,u,?,?,f,f,?
p,x,s,y,f,?,y,?,?,f,f,?
e,b,g,n,w,?,y,?,?,f,f,?
p,x,?,w,p,?,n,?,?,f,f,?
e,x,h,y,y,?,w,?,?,f,f,?
e,x,s,n,n,?,n,?,w,t,p,?
e,x,e,y,w,?,w,?,?,f,f,?
p,x,?,y,y,i,y,?,?,f,f,?
p,s,d,n,w,?,e,?,?,f,f,?
p,x,s,n,g,y,n,?,?,f,f,?
e,x,h,n,y,s,n,?,?,f,f,?
p,f,h,e,w,y,w,u,w,t,p,?
e,x,?,y,w,?,w,u,w,t,g,?
e,x,?,r,r,?,l,?,?,f,f,?
p,s,d,e,w,?,e,?,?,f,f,?
p,x,g,w,w,?,e,?,?,f,f,?
p,s,?,o,o,?,w,?,?,t,f,?
p,f,h,r,w,?,w,u,w,t,g,?
p,x,?,n,n,?,g,?,u,f,f,?
p,b,t,w,w,y,w,u,w,t,l,?
e,s,?,n,w,s,w,?,?,f,f,?
e,s,l,n,f,?,n,?,?,f,f,g
p,f,t,n,y,?,y,?,?,f,f,?
e,p,s,w,n,?,w,?,w,t,e,?
p,x,s,w,p,i,n,?,?,f,f,?
e,s,?,n,w,?,n,?,?,f,f,?
p,f,w,n,n,?,n,?,?,f,f,?
p,x,e,y,e,?,u,?,?,f,f,?
p,f,k,y,n,k,n,?,?,t,f,?
p,x,y,n,n,y,y,?,?,t,?,?
p,p,y,n,k,s,w,?,?,t,z,?
e,p,y,w,w,s,w,?,?,t,e,?
e,x,s,b,o,?,w,?,?,f,f,?
e,f,s,e,w,i,n,?,?,t,?,w
p,x,t,n,n,?,w,?,n,t,z,?
p,x,s,n,r,i,w,?,?,f,f,?
p,b,t,w,w,y,w,u,w,t,e,?
e,x,h,n,n,y,n,?,?,t,r,?
e,b,g,w,w,?,y,?,?,f,f,?
e,x,?,g,g,y,w,?,?,f,f,?
p,x,i,y,k,i,n,?,k,t,z,k
e,x,e,y,w,?,w,?,?,f,f,?
e,x,t,y,w,t,y,?,?,f,f,?
p,o,l,g,f,f,f,?,?,f,f,?
e,p,d,e,w,y,w,?,?,f,f,?
e,x,e,n,w,?,w,?,?,t,?,?
p,x,e,n,n,?,n,?,e,f,f,?
p,b,g,n,n,?,n,?,?,f,f,?
p,o,s,r,f,f,f,?,?,t,f,?
p,f,?,u,w,i,u,?,?,f,f,?
e,x,w,g,k,?,w,?,?,f,f,?
p,x,k,n,o,?,y,?,?,f,f,?
p,x,s,n,w,y,w,?,?,f,f,?
e,f,h,g,g,s,g,?,?,f,f,?
p,b,t,p,y,t,y,?,?,f,f,?
e,f,s,b,b,?,w,?,?,f,f,?
p,x,h,n,e,?,y,?,?,f,f,?
p,s,?,n,b,?,n,?,?,f,f,?
p,x,?,e,w,?,w,?,?,f,f,?
e,b,y,n,n,?,w,?,?,f,f,?
e,c,g,n,g,?,g,?,?,f,f,?
e,p,?,n,f,?,n,?,?,f,f,?
p,o,s,w,w,f,f,?,?,f,f,n
e,x,s,n,n,?,w,?,?,t,r,?
e,p,y,n,p,y,w,?,?,t,p,?
p,b,?,g,g,s,n,?,?,f,f,?
e,x,?,y,w,?,w,?,?,f,f,?
e,f,s,y,w,i,n,?,?,t,?,w
p,f,l,n,n,?,y,?,?,f,f,?
e,x,h,g,n,t,g,?,?,t,l,?
e,s,?,n,f,?,o,?,?,f,f,?
e,s,?,y,w,?,w,?,?,f,f,?
p,x,y,n,w,y,y,?,?,t,r,?
p,x,d,w,p,h,w,?,?,f,f,?
e,f,t,n,n,t,o,?,?,f,f,?
e,x,?,b,w,?,w,?,?,f,f,?
e,x,h,n,y,?,n,?,?,f,f,?
e,x,w,y,f,?,y,?,?,f,f,?
p,x,d,e,n,?,n,?,?,f,f,?
p,s,t,p,p,?,p,?,?,t,f,?
e,x,d,w,w,?,w,?,?,f,f,?
e,x,d,o,b,?,w,?,?,f,f,?
e,x,d,e,y,?,y,?,?,f,f,?
e,x,h,n,n,s,n,?,?,t,r,?
e,p,y,w,p,s,w,?,?,t,e,?
p,s,k,y,n,k,n,?,?,t,f,?
p,b,y,n,u,s,w,?,?,f,f,?
e,f,s,b,w,s,n,?,?,f,f,?
p,f,d,n,w,i,n,?,?,f,f,?
p,x,d,e,n,?,n,?,?,f,f,?
p,x,e,y,e,?,e,?,?,f,f,?
p,x,d,n,w,?,e,?,?,f,f,?
p,s,s,n,y,k,k,?,?,f,f,?
e,x,s,y,w,i,n,?,?,t,?,w
p,b,h,n,n,t,n,?,?,f,f,?
e,x,t,n,w,t,y,?,?,f,f,?
p,x,t,n,p,?,w,?,n,t,z,?
p,x,?,n,k,s,n,?,?,f,f,k
p,s,h,g,g,t,g,?,?,f,f,?
p,f,?,u,w,?,w,?,?,f,f,?
p,f,l,n,e,?,y,?,?,f,f,?
e,s,y,n,p,i,n,?,?,f,f,?
p,x,y,n,w,y,y,?,?,t,r,?
e,f,?,w,y,?,w,?,?,f,f,?
