@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE habitat {d, l, g, h, m, w, u, p}

@DATA
e,4.6,w,4.11,6.47,w,f,m
p,15.25,w,6.5,32.05,w,f,d
p,7.26,n,6.99,7.31,n,z,g
e,3.68,p,5.53,7.36,e,f,g
p,6.83,g,6.16,11.73,n,f,l
e,10.52,y,7.35,26.45,n,e,d
p,10.89,n,5.13,24.75,r,f,g
p,0.94,n,3.46,2.64,n,f,g
p,1.74,n,2.28,2.81,n,f,h
p,8.72,y,1.71,16.18,y,f,d
p,3.28,g,3.28,8.17,w,f,g
e,8.86,w,6.32,26.03,w,f,m
p,3.6,g,9.85,2.71,n,f,g
e,4.0,n,7.72,8.98,n,?,g
e,3.6,n,6.04,3.9,n,f,d
e,9.41,n,7.07,22.92,u,f,g
p,1.87,n,4.83,1.53,n,f,h
e,6.68,n,7.48,52.17,n,f,d
e,0.88,n,4.33,0.85,n,f,h
p,6.12,g,7.59,16.47,g,f,d
p,13.26,r,5.2,25.71,n,f,d
p,3.0,w,3.84,3.68,u,f,p
e,6.07,y,6.24,12.29,w,g,d
p,6.37,g,9.97,12.47,w,z,g
e,5.0,n,3.62,6.43,w,f,h
e,6.6,o,9.03,12.0,n,f,d
p,1.5,n,5.3,1.44,n,f,d
p,6.9,n,5.72,16.01,y,f,d
e,5.38,n,6.97,10.3,n,f,d
e,7.94,n,5.4,13.56,w,r,w
p,5.52,u,4.81,8.67,y,f,d
p,4.47,n,4.75,3.4,w,e,d
p,4.09,e,4.23,7.33,e,f,d
p,7.55,e,5.63,9.62,n,f,d
e,6.19,n,6.52,10.16,w,f,l
p,11.51,n,11.65,32.06,w,f,d
p,7.86,u,9.03,21.11,u,f,d
e,4.32,g,4.04,6.9,w,f,d
p,11.34,o,12.21,25.9,o,r,d
e,1.44,y,6.09,2.31,y,f,g
e,7.32,n,4.17,21.64,n,f,d
p,2.56,n,7.96,2.49,n,f,d
p,9.7,u,8.08,18.21,g,f,d
e,5.46,y,6.86,4.59,w,f,d
p,11.19,e,3.09,24.94,n,f,d
p,6.4,n,5.45,13.57,n,f,d
e,11.27,b,5.16,20.15,w,f,d
p,9.05,y,11.06,11.54,y,?,d
e,5.26,y,5.35,14.34,w,f,d
p,22.63,k,6.16,40.92,n,f,d
p,4.94,r,6.86,8.56,w,e,d
p,5.19,y,8.81,7.38,y,z,d
p,3.43,y,9.14,7.14,y,z,d
p,0.75,y,2.93,2.36,n,f,g
p,6.15,e,7.39,9.31,e,f,d
e,6.6,y,6.92,14.32,w,f,d
p,8.5,y,6.72,12.25,w,f,d
p,7.47,e,6.07,9.51,e,f,d
p,1.2,w,4.81,2.27,n,f,m
p,2.81,n,8.59,2.72,n,f,d
e,10.2,y,7.58,23.87,w,f,d
e,49.71,y,6.16,29.34,k,f,d
e,2.71,o,4.42,6.17,o,f,g
p,6.34,n,5.54,8.19,n,f,d
e,7.61,n,5.8,17.77,n,p,d
p,13.16,n,9.75,32.94,y,f,d
e,3.25,e,4.48,6.43,o,f,g
e,6.81,g,11.43,25.0,w,f,d
p,4.72,y,8.8,7.8,y,z,d
e,2.7,n,6.06,3.43,n,f,l
p,12.9,w,7.26,16.81,n,f,d
e,3.94,n,4.95,6.63,g,f,d
p,3.03,n,5.18,3.58,y,r,h
e,4.0,n,6.51,43.22,n,f,d
p,6.24,y,9.51,11.34,y,?,d
p,2.11,k,4.43,2.53,w,f,g
p,3.06,e,3.96,4.87,e,f,d
p,0.99,n,3.97,2.38,n,f,m
p,6.25,r,6.82,16.29,w,f,d
p,6.97,y,8.18,13.35,w,f,g
e,46.92,y,5.3,31.31,k,f,d
p,17.01,n,4.8,24.12,n,f,g
p,5.11,o,6.4,8.82,o,f,g
e,13.4,n,9.99,17.32,w,?,g
p,7.48,p,5.46,10.44,p,f,d
p,7.06,w,13.03,12.29,w,l,d
e,5.01,n,10.57,10.96,n,f,d
e,8.91,y,6.41,13.43,e,f,d
p,4.26,n,5.95,4.57,n,f,g
e,6.1,k,4.04,9.54,g,f,d
p,1.77,n,4.79,2.0,g,f,d
p,7.93,n,7.78,14.43,w,p,d
p,2.97,k,3.49,14.11,n,f,d
e,11.74,b,2.43,14.64,w,f,d
p,4.37,y,0.0,0.0,f,f,d
e,12.26,n,8.63,22.85,n,f,d
e,7.26,n,3.23,19.35,n,f,d
e,1.49,n,5.24,2.51,w,f,d
p,7.43,e,5.36,16.73,w,f,d
e,11.97,n,7.6,21.13,w,f,l
p,5.91,n,8.24,18.64,g,f,d
p,7.98,g,4.49,13.93,r,f,d
p,11.4,r,5.3,14.22,n,f,d
p,1.51,k,2.63,2.18,w,f,g
e,6.85,y,8.37,17.2,w,f,d
e,4.94,y,4.2,10.53,y,f,d
p,9.69,n,12.43,18.3,n,f,h
e,10.98,o,7.47,18.49,w,f,d
e,3.3,n,8.47,4.33,n,f,l
p,1.19,n,4.68,1.66,n,f,h
p,9.09,r,4.89,14.8,g,f,d
e,19.62,w,29.51,20.85,n,m,d
e,9.29,k,4.26,16.06,w,f,d
e,9.84,g,2.33,13.88,w,f,d
p,9.74,n,8.65,21.8,n,f,d
e,10.77,l,2.32,15.47,w,f,d
e,4.05,b,4.96,9.09,n,f,l
p,8.54,y,5.37,13.44,y,f,d
p,3.52,y,5.42,3.5,n,r,h
p,8.16,o,1.72,14.83,n,f,d
e,4.62,g,5.09,3.75,n,f,d
e,11.35,g,8.17,20.02,u,f,d
p,3.94,n,8.54,6.22,w,?,g
p,1.06,w,2.97,1.73,e,f,d
p,4.23,g,0.0,0.0,f,f,d
e,8.2,u,4.53,14.98,w,f,d
e,6.03,y,6.76,13.23,y,?,d
p,7.25,y,4.41,11.96,w,f,d
e,14.32,g,8.18,23.35,w,f,l
p,7.58,n,8.29,8.23,n,z,d
e,2.82,y,3.73,7.37,w,f,d
e,9.51,n,3.72,19.81,n,f,d
e,6.23,o,8.41,11.56,o,f,d
e,5.06,w,6.44,8.56,w,f,l
p,13.07,g,10.91,15.16,w,e,d
p,3.17,e,5.6,4.87,n,f,d
p,2.25,u,3.91,6.55,y,f,d
e,3.95,o,8.13,6.66,n,f,d
p,10.64,o,12.32,22.78,y,r,d
e,6.67,n,6.58,6.99,n,r,d
p,4.88,y,3.24,5.49,n,f,d
e,3.58,n,5.24,3.04,y,f,g
p,8.91,e,3.47,23.95,n,f,d
e,6.69,w,6.12,30.92,w,f,m
p,1.36,n,4.68,2.29,n,f,g
p,0.65,o,3.31,0.65,w,f,d
p,6.56,r,1.56,13.75,y,f,d
p,6.59,w,12.17,11.91,w,e,d
p,14.27,e,17.35,16.87,w,p,d
p,7.43,n,5.24,7.32,n,f,d
p,3.24,n,6.62,4.58,w,f,d
e,7.15,n,6.33,14.99,y,f,d
p,1.36,n,6.11,2.34,y,e,m
e,6.78,y,4.68,22.98,n,e,d
p,8.24,w,15.73,18.4,w,f,d
p,7.12,n,4.56,11.95,g,f,d
p,3.05,u,4.77,5.42,u,f,l
e,5.66,w,6.06,7.12,l,f,d
p,9.03,p,7.7,14.8,p,f,d
e,14.94,n,24.71,16.55,n,m,d
e,6.31,y,7.74,13.95,w,f,d
p,6.05,n,5.64,16.75,y,f,d
p,5.04,k,6.19,7.35,k,f,m
p,3.15,r,5.47,6.55,r,f,g
p,2.95,w,3.17,8.04,w,f,g
p,6.52,n,5.78,6.71,y,?,d
e,10.44,n,9.14,14.62,n,?,d
e,52.25,y,5.67,32.75,n,f,d
p,3.16,g,8.68,2.42,n,f,g
p,6.83,y,6.59,7.25,n,z,d
p,6.12,o,7.77,7.99,o,f,m
e,6.37,g,5.93,5.81,w,l,d
p,1.6,n,4.93,1.43,n,f,h
p,6.97,r,5.26,13.74,w,f,d
p,2.39,n,6.86,2.62,y,e,m
p,14.34,e,4.74,38.62,n,f,d
e,1.49,y,4.98,1.56,y,f,d
e,4.49,n,8.11,8.44,n,?,g
e,9.66,n,6.9,22.4,n,f,d
e,6.38,n,4.84,12.23,w,l,w
p,9.13,r,10.74,15.5,w,g,d
e,7.81,b,4.83,19.87,w,f,d
e,5.18,y,8.17,14.89,w,f,d
e,22.5,n,19.66,98.0,n,f,d
p,7.09,n,7.97,11.93,w,p,d
p,17.79,n,6.39,36.42,n,f,d
p,10.97,n,11.12,27.69,w,f,d
p,2.08,y,6.0,2.73,n,f,g
e,4.66,g,6.36,4.24,g,f,d
e,8.11,w,3.59,10.26,w,f,g
e,1.78,b,5.7,4.92,w,f,d
p,0.67,y,3.27,0.6,w,f,d
p,8.31,o,4.66,12.8,w,f,d
e,7.27,k,5.58,11.81,g,f,d
p,0.95,w,2.88,1.6,e,f,l
p,3.9,e,4.28,5.0,e,f,d
p,2.58,w,2.59,6.0,w,f,g
e,0.92,g,2.84,1.34,w,f,d
e,2.12,n,7.31,3.5,n,f,h
p,0.75,y,3.62,0.86,w,f,d
p,7.93,n,16.53,8.71,n,f,d
p,4.15,n,4.65,3.44,n,f,l
e,8.54,n,6.42,9.62,n,f,d
e,14.92,k,6.79,24.04,w,f,d
p,3.02,n,0.0,0.0,f,f,d
e,3.46,w,7.37,7.85,n,?,g
p,7.85,g,4.45,11.79,r,f,d
e,3.32,w,3.49,5.88,w,f,g
p,1.17,y,2.91,5.23,y,f,d
p,3.92,o,4.04,5.3,o,z,d
p,12.08,n,9.25,32.24,y,f,d
p,11.83,n,5.64,28.68,n,f,d
e,3.33,n,6.18,3.12,w,f,d
e,8.44,y,7.05,20.09,w,f,d
e,8.07,n,8.9,13.1,o,f,d
e,10.08,y,5.7,14.31,y,?,d
e,5.05,y,3.96,8.91,y,f,d
e,15.92,n,9.96,16.95,w,?,g
e,15.88,n,7.06,22.06,w,f,d
p,8.56,o,1.53,16.99,y,f,d
e,6.48,w,3.37,8.09,w,f,g
p,2.55,n,7.37,2.7,n,f,d
p,9.28,o,13.71,26.13,o,r,d
p,0.83,o,4.6,1.09,o,f,g
p,6.58,y,5.12,12.64,w,f,d
e,6.36,y,5.98,12.95,y,?,d
e,4.27,l,5.79,7.24,l,f,l
p,12.57,n,5.24,13.71,n,f,d
e,5.71,w,5.1,12.23,w,e,m
e,4.07,n,6.35,6.78,w,f,d
p,1.4,y,1.58,2.27,n,f,d
e,9.39,g,6.86,19.1,u,f,g
e,13.27,w,9.73,17.14,w,l,m
p,3.93,o,0.0,0.0,f,f,d
e,5.86,k,3.77,9.83,g,f,d
e,7.47,y,5.88,12.09,y,g,d
p,5.66,g,5.34,9.48,n,f,d
e,7.83,n,7.38,12.58,n,f,g
e,8.92,u,4.96,17.08,w,f,d
e,6.86,e,5.58,16.45,w,f,d
p,12.53,g,8.34,17.89,n,f,d
e,6.45,n,7.88,12.47,n,f,d
p,3.32,w,3.14,7.17,w,f,g
e,7.89,n,12.9,27.36,w,f,d
p,4.41,n,6.31,4.76,n,f,g
p,2.23,w,3.51,3.57,u,f,p
e,11.9,n,9.65,14.63,w,g,d
p,11.23,k,4.13,28.31,n,f,d
p,10.06,y,12.22,22.33,y,r,d
e,6.44,o,6.04,12.87,w,f,d
p,0.94,w,2.79,1.39,e,f,d
p,4.84,w,0.0,0.0,f,f,d
e,7.83,n,9.34,17.36,w,g,d
p,0.7,e,3.24,0.86,k,f,d
p,4.3,p,5.67,6.62,w,f,d
e,7.44,y,7.87,12.1,w,f,d
e,5.93,b,5.14,12.38,w,f,g
p,3.61,e,4.46,4.62,e,f,d
e,11.98,e,10.1,17.44,n,?,d
e,8.08,y,7.45,14.07,y,?,d
e,5.62,k,5.26,11.65,g,f,d
p,2.49,y,4.92,4.79,r,f,d
p,6.61,o,1.67,16.23,n,f,d
e,8.49,n,5.79,16.7,w,f,d
e,1.34,y,6.12,2.0,y,f,d
e,11.45,n,8.2,25.38,n,f,d
e,4.12,l,5.82,7.84,w,f,d
p,2.6,u,3.73,3.55,w,f,p
e,13.16,n,8.62,22.41,n,f,d
e,8.65,p,7.33,16.15,w,f,d
p,5.42,p,3.15,11.64,y,f,d
p,5.64,w,6.76,12.15,w,f,g
p,8.07,n,7.98,15.37,w,p,d
p,8.38,p,8.48,10.98,p,f,d
p,3.21,g,3.31,8.59,w,f,g
e,14.63,n,10.26,17.39,w,?,d
e,6.52,y,8.37,17.43,w,f,d
p,4.21,o,0.0,0.0,f,f,d
p,9.18,w,9.35,11.39,w,f,h
e,7.01,k,4.98,10.41,g,f,d
p,4.4,r,5.55,6.31,w,e,d
p,9.95,y,12.19,23.34,o,r,d
p,5.41,n,6.0,5.77,e,f,d
p,0.85,e,4.01,1.0,k,f,d
p,3.86,r,6.11,8.04,w,e,m
p,7.89,p,5.43,10.27,p,f,d
p,5.03,o,8.34,8.15,o,f,g
e,9.04,b,5.02,19.94,w,f,d
e,5.8,g,7.54,19.44,u,f,d
e,5.81,y,6.14,16.08,w,f,d
p,6.15,y,7.23,11.42,w,f,g
e,3.53,n,5.5,6.66,w,f,d
p,3.19,b,4.43,2.89,n,f,d
e,14.17,n,8.8,26.56,n,f,d
p,2.08,g,0.0,0.0,f,f,d
e,2.81,n,6.54,3.03,w,f,d
p,7.57,y,6.78,17.42,e,f,d
e,2.64,n,3.97,2.48,y,f,g
e,6.78,w,6.07,12.69,w,g,d
e,6.89,n,7.15,9.93,n,f,l
p,3.38,g,9.96,2.41,n,f,g
p,2.71,w,3.51,2.6,w,f,g
p,4.37,y,5.84,4.75,n,f,l
p,12.49,n,11.21,17.02,w,g,d
e,9.13,w,7.25,31.92,w,f,m
p,4.03,r,5.64,7.4,l,e,d
p,8.75,r,11.12,12.88,w,g,d
p,4.68,y,6.35,6.8,w,f,d
p,5.46,y,5.14,11.79,y,f,d
e,6.99,y,7.0,16.3,w,f,d
e,7.15,w,3.38,8.37,w,f,g
p,6.3,g,11.33,13.13,w,z,g
p,4.28,e,4.8,7.86,e,f,d
e,56.24,y,8.98,49.46,k,f,d
p,2.17,k,3.5,2.36,w,f,g
p,5.99,y,5.67,13.53,y,f,d
p,3.89,w,5.28,27.51,w,f,p
e,7.22,n,6.92,18.03,y,f,d
e,7.36,u,4.21,15.11,w,f,d
p,1.91,n,5.58,3.34,n,f,m
e,7.49,n,6.45,10.47,n,f,d
e,0.7,n,4.62,0.98,n,f,h
p,2.23,y,8.5,3.32,y,f,g
p,4.13,w,5.14,30.58,w,f,p
e,4.82,n,5.14,4.98,n,r,d
p,1.09,w,3.25,1.64,n,f,d
p,16.56,k,4.19,26.44,n,f,d
p,6.58,e,6.26,6.76,e,f,d
p,2.45,n,4.76,4.27,w,f,d
p,8.15,n,7.37,23.83,n,f,d
p,3.75,w,5.26,29.77,w,f,d
p,1.88,n,5.51,2.41,y,e,m
p,4.01,g,3.56,14.38,w,f,d
p,7.67,w,12.91,12.32,w,e,d
e,15.1,w,11.11,18.29,w,l,m
e,15.4,w,9.84,17.02,w,r,m
p,9.22,n,7.98,10.27,n,f,d
p,3.83,n,5.41,5.12,n,f,d
e,10.71,n,7.58,11.06,w,f,d
p,4.84,o,3.45,6.29,o,f,h
e,3.63,e,4.28,6.39,o,f,g
e,18.5,n,14.64,76.07,n,f,d
e,2.56,u,6.33,4.74,w,f,d
e,4.52,n,6.73,13.32,n,f,d
p,3.96,n,5.88,4.62,n,f,m
p,3.19,g,2.68,6.37,w,f,g
p,1.57,n,2.11,2.5,n,f,d
p,8.54,w,13.31,17.3,w,f,d
p,4.16,n,9.84,5.82,w,?,g
p,5.05,y,6.77,7.58,w,f,d
e,15.98,n,9.57,17.66,w,?,g
p,7.38,w,12.85,13.46,w,e,d
p,6.35,n,5.36,6.59,y,?,d
p,5.72,w,6.23,13.23,w,f,g
p,6.4,n,3.91,6.73,n,f,d
p,18.75,n,6.88,46.38,n,f,d
p,2.96,o,3.13,6.1,n,f,d
e,1.53,n,4.91,1.82,y,f,g
e,1.06,g,3.16,1.56,w,f,d
p,6.23,n,5.53,10.19,n,f,l
p,4.01,u,4.47,7.17,w,f,d
p,2.82,p,4.48,3.4,w,e,d
p,10.36,y,11.59,11.69,y,?,d
p,7.55,y,7.8,8.0,n,z,g
p,4.79,y,6.85,7.87,w,f,d
e,9.99,w,7.27,29.7,w,f,m
p,9.29,r,10.82,14.99,w,g,d
e,4.68,g,5.39,4.0,g,l,d
e,20.56,e,16.24,34.01,w,f,d
p,4.05,o,4.53,5.94,n,z,d
p,4.39,e,5.43,6.92,e,f,d
e,18.08,g,10.6,29.97,w,f,l
p,3.44,p,3.65,3.19,w,e,d
p,4.16,n,4.48,3.03,n,f,d
e,8.89,y,6.5,14.9,w,f,d
e,10.79,w,19.25,13.39,w,e,u
e,4.95,o,6.51,13.81,e,f,d
p,3.36,n,3.65,6.37,n,f,d
e,6.76,n,5.44,8.4,w,f,l
e,6.85,n,13.26,13.26,w,f,d
e,7.0,y,5.85,16.02,w,f,d
e,3.92,n,4.99,9.69,e,f,d
e,11.38,w,6.13,16.63,w,f,d
e,4.28,n,4.93,7.03,g,f,d
p,2.9,n,7.86,2.66,w,f,d
p,13.42,y,8.58,18.06,n,f,d
e,11.26,o,5.27,16.98,w,f,d
p,3.62,e,4.99,3.68,w,e,m
p,5.11,n,10.87,12.25,w,z,g
e,8.13,g,13.04,27.4,w,f,d
p,2.45,u,3.84,3.4,u,f,d
e,7.06,y,4.88,11.39,y,f,d
e,2.03,b,5.24,4.33,w,f,d
p,6.42,g,6.06,11.45,n,f,d
e,4.48,g,4.61,8.22,w,f,d
p,4.08,e,5.74,5.08,n,f,d
p,3.1,u,5.35,4.7,u,f,d
p,1.3,y,3.27,4.42,y,f,d
e,2.95,n,3.93,3.11,y,f,g
p,3.23,w,8.22,3.83,n,f,d
e,5.06,y,7.2,12.48,w,f,d
e,8.11,n,6.21,16.03,n,p,d
e,8.59,y,5.98,14.08,w,f,d
p,5.23,y,4.78,11.76,y,f,d
p,8.56,n,6.38,8.78,e,f,d
p,7.78,n,5.14,6.32,n,f,d
e,8.14,n,5.98,12.65,n,f,d
p,12.96,e,16.0,16.6,w,p,d
e,5.68,y,5.75,11.87,w,g,d
e,4.17,r,6.06,8.23,l,f,l
p,6.02,e,6.65,7.89,e,f,d
p,0.92,w,2.89,1.31,e,f,l
p,10.41,o,5.45,13.54,w,f,d
p,9.09,r,11.27,15.62,w,g,d
p,7.05,n,6.88,17.86,g,f,d
p,7.1,w,12.34,12.36,w,l,d
e,6.41,n,5.55,8.29,w,f,h
e,5.86,n,7.17,60.01,n,f,d
p,7.76,n,4.26,13.03,y,f,d
e,7.72,w,5.0,13.23,w,e,g
p,10.63,w,6.65,16.99,n,f,d
e,10.11,n,5.19,26.34,n,f,d
p,2.77,n,3.3,5.7,n,f,d
p,9.12,y,6.35,17.69,u,f,d
p,5.34,y,3.39,5.11,n,f,d
p,9.84,n,10.61,12.01,y,?,d
p,5.8,n,9.03,12.46,w,z,d
e,9.3,w,17.76,11.11,w,e,g
e,5.32,b,4.69,10.73,w,f,d
e,10.32,e,8.6,15.68,n,?,d
p,3.53,n,5.82,9.13,w,z,d
p,2.3,n,3.86,10.99,w,f,d
p,8.16,w,13.12,12.73,w,e,d
e,5.34,n,6.27,6.37,n,r,d
e,2.54,w,4.37,2.57,y,f,g
e,7.32,g,10.71,24.32,w,f,d
p,8.12,y,8.14,8.31,n,z,g
e,10.58,y,8.03,23.66,w,f,d
e,1.65,y,5.68,2.01,y,f,g
p,2.96,g,0.0,0.0,f,f,d
e,17.8,e,15.29,34.17,w,f,d
e,14.05,n,10.18,17.97,w,?,g
p,9.99,n,13.17,18.39,n,f,d
p,1.51,n,5.11,2.74,n,f,g
p,3.86,r,0.0,0.0,f,f,d
p,2.4,u,2.97,3.31,u,f,p
e,1.55,g,4.94,2.64,w,f,g
p,11.15,n,7.53,30.22,y,f,d
p,8.0,n,6.03,16.58,w,f,d
e,6.89,g,6.0,11.25,g,f,d
p,3.28,p,5.67,7.06,y,f,d
e,6.66,b,5.6,12.41,w,f,m
p,13.05,n,7.41,25.3,y,f,d
p,6.28,n,6.45,6.1,n,f,d
p,3.73,e,4.55,6.24,w,f,d
e,3.75,n,7.47,3.44,w,f,d
e,1.37,n,4.7,1.6,g,f,d
e,5.97,n,6.22,20.54,n,f,d
p,4.32,w,0.0,0.0,f,f,d
e,13.08,n,12.48,18.57,w,r,m
e,9.44,n,8.62,17.48,w,p,d
p,2.58,g,5.56,2.51,n,f,d
e,6.94,y,5.74,13.07,w,f,d
e,8.3,y,8.53,14.24,n,?,d
p,4.6,n,5.83,4.99,y,f,d
e,6.37,g,6.09,4.76,g,l,d
e,3.05,n,6.47,6.61,o,f,d
e,6.45,y,6.23,18.45,w,f,d
p,2.89,n,5.39,3.7,y,r,g
p,2.4,w,3.78,2.58,w,f,g
e,6.41,n,8.53,11.52,o,f,d
e,2.95,b,7.19,4.41,w,f,d
e,10.03,n,8.01,22.29,n,f,d
e,4.63,y,2.76,8.48,y,f,d
p,6.29,e,6.63,7.8,n,f,d
p,9.51,p,8.32,15.52,p,f,d
e,8.39,w,6.51,29.01,w,f,d
e,5.49,o,6.02,11.97,w,f,d
e,6.64,e,5.56,12.57,y,f,d
e,3.62,n,3.96,4.45,n,r,d
e,11.78,w,19.84,13.14,w,e,g
p,3.39,y,2.85,4.2,n,f,d
p,3.45,n,6.63,4.68,w,f,d
e,6.32,b,6.47,8.26,n,f,l
p,3.88,n,4.5,3.2,n,f,l
p,7.18,e,6.92,8.69,n,f,d
p,9.09,y,7.61,27.32,e,f,d
p,4.92,n,5.74,8.18,e,f,d
p,21.44,n,6.78,45.78,k,f,d
e,11.12,y,8.87,15.27,n,?,d
p,1.51,n,4.64,1.41,n,f,g
e,1.79,n,6.85,2.56,y,f,h
p,2.79,n,4.58,6.74,w,z,d
p,1.7,n,5.53,2.84,n,f,g
p,7.98,g,4.44,12.75,g,f,d
p,3.27,u,4.47,7.9,w,f,d
p,4.38,n,6.1,4.6,y,f,d
e,1.82,n,5.49,3.09,n,f,h
p,3.71,n,6.13,3.64,y,r,g
e,12.58,w,2.49,14.45,w,f,d
e,3.43,w,3.69,5.9,w,f,m
e,7.3,w,7.45,31.16,w,f,d
p,8.64,n,8.98,12.32,n,f,d
p,4.49,y,4.87,4.99,n,f,d
e,9.62,n,6.51,22.76,n,e,d
p,13.66,o,3.76,29.85,n,f,d
p,10.99,o,5.43,13.85,w,f,d
p,4.45,e,3.8,12.87,y,f,d
e,2.27,n,6.44,2.81,w,f,d
p,6.65,e,5.85,16.63,w,f,d
e,12.82,l,2.54,15.7,w,f,d
e,5.2,y,6.11,13.09,y,?,d
p,4.74,y,9.81,7.95,y,z,d
p,4.03,k,11.39,2.73,g,f,g
p,4.2,n,4.03,5.41,o,z,d
p,9.35,n,10.55,30.43,n,f,d
p,2.68,n,7.66,2.72,w,f,d
e,5.17,n,7.99,11.04,n,f,l
p,3.12,k,9.44,2.72,g,f,g
p,2.22,n,6.52,2.46,y,e,m
p,6.23,n,9.73,12.67,w,z,g
e,2.87,n,6.17,6.76,y,f,d
e,7.49,e,6.79,13.14,e,f,d
p,3.76,n,0.0,0.0,f,f,d
p,2.08,n,5.17,2.1,n,f,d
e,6.42,n,6.58,7.76,n,r,d
e,5.62,n,4.88,12.49,w,l,w
p,7.27,n,8.01,10.76,e,f,d
p,17.84,o,18.83,18.54,w,g,d
p,1.66,n,5.19,2.3,y,e,m
e,1.04,w,2.96,1.54,w,f,d
e,5.7,n,12.57,12.96,w,f,d
p,5.24,p,3.56,12.75,y,f,d
e,4.92,g,5.06,8.8,g,f,d
p,6.54,y,9.78,9.42,n,?,d
p,4.62,w,0.0,0.0,f,f,d
p,4.72,n,5.17,4.82,n,f,d
e,3.57,n,5.28,10.85,n,f,d
p,13.86,n,5.23,29.06,k,f,d
e,4.58,w,3.9,6.18,w,f,m
p,8.78,n,7.26,26.37,n,f,d
e,1.61,n,5.03,2.55,w,f,d
e,2.76,n,6.84,7.77,y,f,d
p,4.1,u,4.43,6.86,y,f,d
e,10.99,y,8.4,21.25,w,f,d
p,4.62,o,4.48,5.35,n,z,d
p,0.76,p,3.45,0.96,k,f,d
p,0.99,w,3.06,1.44,n,f,l
p,1.18,n,3.51,1.39,n,f,d
e,9.59,n,7.82,15.06,w,g,d
p,3.97,n,5.4,4.27,n,f,g
p,3.15,y,6.01,6.58,y,z,d
p,4.65,p,2.85,12.39,y,f,d
e,8.63,n,5.56,22.19,n,f,d
e,6.39,n,5.44,9.94,n,f,d
e,5.03,l,6.47,8.15,w,f,l
e,13.36,n,9.8,26.63,w,f,d
e,7.28,y,3.99,11.52,y,f,d
e,4.42,w,6.49,3.87,w,f,d
e,4.8,n,8.19,10.82,w,?,g
p,6.5,n,6.47,14.28,n,f,d
p,4.39,y,5.2,12.72,y,f,d
p,13.27,n,9.71,30.02,y,f,d
p,6.72,r,4.53,12.2,r,f,d
e,7.61,l,6.65,20.09,u,f,d
e,10.16,y,6.48,22.28,w,f,d
e,8.63,k,3.99,13.33,w,f,d
e,11.89,y,7.15,20.85,p,f,d
e,8.36,w,7.11,26.45,w,f,m
p,7.45,r,7.07,13.08,w,f,d
p,16.83,n,10.91,36.07,y,f,d
p,5.43,o,7.27,7.01,y,f,g
e,9.44,n,3.32,21.12,n,f,d
e,2.53,y,3.87,8.38,w,f,d
p,6.36,e,6.25,6.19,e,f,d
e,20.52,n,18.04,83.55,n,f,d
p,2.5,o,3.51,5.92,o,f,m
p,7.27,r,6.41,12.59,w,f,d
p,10.12,w,7.91,17.4,n,f,d
p,1.09,n,3.7,2.33,n,f,g
p,3.45,g,0.0,0.0,f,f,d
p,1.6,n,6.2,2.15,y,e,m
p,7.3,g,8.54,20.69,u,f,d
p,7.93,e,17.39,7.69,n,f,d
e,15.29,n,28.46,22.81,n,m,d
p,6.24,n,5.37,6.9,n,f,d
e,1.3,g,4.39,2.25,w,f,g
e,6.93,n,5.8,6.04,n,r,d
e,6.8,y,8.36,17.91,y,f,d
e,6.36,n,4.31,12.61,w,r,w
e,6.67,y,7.51,19.42,w,f,d
e,12.38,l,7.99,22.43,w,f,d
p,9.7,p,7.78,15.24,p,f,d
p,2.12,n,8.14,3.2,y,f,g
e,4.77,o,5.07,6.99,e,f,g
e,4.51,y,3.25,13.35,y,f,d
e,4.1,n,7.26,7.06,w,f,d
p,18.11,n,6.15,36.58,k,f,d
p,5.91,w,0.0,0.0,f,f,d
p,4.1,u,3.99,6.87,w,f,d
e,3.6,n,7.18,49.26,n,f,l
e,5.19,y,6.55,4.04,w,f,d
e,4.08,y,3.46,8.07,w,f,d
p,2.35,e,7.68,2.8,n,f,d
p,4.88,n,5.99,5.86,e,f,d
p,7.44,g,4.65,12.12,g,f,d
p,20.68,w,7.96,32.6,w,f,d
p,1.75,n,6.34,2.24,y,e,m
p,4.36,w,5.14,30.43,w,f,p
e,15.39,n,10.12,17.95,w,?,g
e,7.74,n,7.51,14.0,w,f,d
e,9.04,g,13.03,26.7,w,f,d
p,9.58,r,6.37,15.37,n,f,h
p,12.52,o,14.63,27.46,o,r,d
p,4.02,y,5.75,7.35,o,f,g
p,5.92,g,8.92,11.62,w,z,g
p,4.7,w,3.35,12.3,y,f,d
p,0.69,n,3.5,0.88,k,f,d
p,4.45,b,5.63,4.23,n,f,l
p,2.3,o,6.07,3.27,n,f,m
p,7.93,n,7.58,14.61,w,p,d
p,13.04,g,11.15,14.54,w,g,d
e,12.15,l,2.68,16.54,w,f,d
e,6.29,n,4.49,12.29,w,r,w
e,6.85,y,8.47,17.45,w,f,d
