@RELATION dataset

@ATTRIBUTE class {p, e}
@ATTRIBUTE cap-diameter REAL
@ATTRIBUTE cap-shape {b, x, s, f, o, c, p}
@ATTRIBUTE cap-surface {t, g, d, y, ?, s, h, l, w, i, k, e}
@ATTRIBUTE cap-color {w, n, o, e, y, p, r, k, g, u, l, b}
@ATTRIBUTE gill-attachment {e, a, d, x, s, ?, p, f}
@ATTRIBUTE gill-color {w, y, p, g, r, e, f, n, o, u, k, b}
@ATTRIBUTE stem-height REAL
@ATTRIBUTE stem-width REAL
@ATTRIBUTE stem-color {w, e, n, y, g, r, o, k, p, u, f, l, b}
@ATTRIBUTE ring-type {l, f, p, g, e, ?, r, m, z}
@ATTRIBUTE habitat {d, l, g, h, m, w, u, p}

@DATA
e,8.52,s,?,n,s,g,7.06,19.48,u,f,g
p,4.92,f,t,n,x,y,4.23,12.25,y,f,d
p,8.4,f,h,r,?,w,10.91,15.98,w,g,d
e,8.26,x,h,y,x,y,7.55,16.57,w,f,d
e,8.29,x,s,n,p,y,6.58,16.74,n,p,d
e,6.35,x,d,y,p,y,7.48,14.65,y,f,d
p,8.78,x,?,g,x,u,8.72,18.94,g,f,d
e,1.06,f,g,e,a,w,5.37,1.1,n,f,h
p,11.57,s,d,n,d,y,5.12,28.42,n,f,d
e,14.15,x,e,n,e,w,9.27,16.44,w,?,g
p,0.87,f,?,o,d,o,6.13,1.16,o,f,g
p,2.3,o,l,g,f,f,0.0,0.0,f,f,d
p,0.63,x,g,e,a,n,3.7,0.98,k,f,d
p,3.28,f,k,w,s,p,3.44,2.63,n,f,g
e,7.62,f,?,g,d,y,2.36,13.06,w,f,d
e,8.63,f,y,e,?,w,6.86,25.32,n,e,d
p,8.37,x,?,g,x,u,9.12,20.1,g,f,d
e,5.77,x,y,n,e,p,4.54,12.11,w,r,w
e,1.54,c,g,n,a,g,4.74,1.34,g,f,l
p,1.79,b,g,y,?,n,5.91,2.79,n,f,m
e,6.63,s,?,n,d,w,5.12,8.51,w,f,h
p,18.69,x,t,k,d,w,6.06,28.21,r,f,l
p,3.42,o,l,g,f,f,0.0,0.0,f,f,d
p,4.87,s,?,n,d,p,5.08,4.55,e,f,d
p,4.2,b,y,r,s,u,5.57,6.02,w,e,m
e,7.84,f,s,k,a,w,4.43,13.89,w,f,d
p,13.44,f,k,n,d,y,4.9,27.29,k,f,d
p,3.57,b,y,n,?,u,5.39,4.29,w,f,d
e,7.03,x,?,g,a,w,6.22,11.21,w,f,d
e,8.86,x,?,n,s,g,6.79,18.62,u,f,g
p,6.21,x,d,e,d,w,7.7,9.65,e,f,d
p,9.28,s,?,o,d,o,6.18,13.98,w,f,d
e,2.31,f,y,n,d,p,7.45,3.32,n,f,h
e,3.67,s,d,n,d,p,4.53,5.87,n,f,d
p,7.36,p,g,n,e,w,8.28,16.35,w,p,d
e,4.67,s,l,w,d,w,3.21,7.64,w,f,g
p,4.66,x,?,b,x,w,5.12,6.94,w,f,d
e,15.16,f,e,n,d,w,9.1,25.89,w,f,d
e,62.34,o,y,y,p,y,8.65,64.11,k,f,d
p,3.28,x,s,y,?,r,7.7,7.1,y,z,d
e,9.99,f,y,w,e,w,19.76,13.03,w,e,u
e,1.19,c,g,n,a,g,4.19,1.16,g,f,d
p,9.09,x,y,o,a,o,11.6,21.11,o,r,d
e,18.05,f,s,k,a,y,8.05,23.9,w,f,d
p,8.91,f,y,u,s,y,6.86,17.09,y,f,d
e,9.7,x,?,n,s,g,8.47,22.79,u,f,d
e,10.42,x,t,n,p,y,8.71,22.89,n,f,d
p,9.67,x,e,y,a,o,13.37,23.89,o,r,d
e,6.21,f,h,g,s,g,4.3,10.24,g,f,d
p,4.62,x,y,y,a,w,6.13,3.79,n,r,h
p,3.84,b,y,w,e,n,4.87,3.39,w,e,d
p,6.46,s,d,e,d,y,6.26,8.85,n,f,d
p,0.92,b,t,y,?,g,3.06,2.43,n,f,g
p,3.71,f,k,n,s,p,3.8,2.75,n,f,g
e,4.3,s,d,n,d,p,5.16,7.33,g,f,d
p,10.7,x,t,n,a,w,11.04,33.49,w,f,d
e,21.66,x,w,n,p,y,17.62,71.97,n,f,d
p,7.86,x,i,n,a,k,8.67,8.84,n,z,g
e,8.8,x,?,n,a,w,8.48,16.3,g,f,g
p,2.11,x,i,l,a,w,3.62,2.36,w,f,g
e,6.39,f,s,u,a,w,4.09,13.92,w,f,d
p,2.98,s,?,u,a,w,4.18,5.42,y,f,d
e,7.87,x,d,n,p,y,6.26,12.34,y,f,d
e,3.01,s,?,y,f,f,6.08,6.72,o,f,d
p,4.14,x,h,o,a,y,5.61,6.25,o,f,g
p,1.78,b,?,n,a,g,4.07,1.61,g,f,d
p,2.74,b,?,g,a,k,8.84,2.56,n,f,g
p,3.33,f,y,e,e,n,4.22,3.7,w,e,m
e,8.92,f,?,p,x,w,7.2,17.58,w,f,d
p,12.11,x,e,n,p,e,10.86,31.66,u,f,d
e,9.25,f,s,k,a,w,4.27,15.25,w,f,d
e,19.31,p,y,n,?,w,27.82,20.51,n,m,m
p,2.76,x,?,p,x,w,4.36,6.23,w,f,d
e,14.03,s,?,w,d,w,7.05,26.39,w,f,d
p,6.62,b,t,w,e,w,11.68,12.78,w,e,d
p,2.07,x,s,o,d,o,3.3,6.01,o,f,m
e,8.37,o,?,n,?,w,4.63,24.43,n,f,d
p,7.16,x,y,w,?,p,6.88,11.09,w,l,g
p,9.76,o,?,e,f,f,3.73,25.28,n,f,d
e,4.76,x,d,y,p,y,6.81,14.56,y,f,d
e,7.02,x,t,y,x,y,6.72,13.05,w,f,d
e,5.14,x,?,w,e,w,5.91,12.71,w,g,d
p,2.51,b,g,y,?,n,6.73,3.34,n,f,g
p,7.79,x,t,n,x,w,14.56,7.33,n,f,d
p,7.16,s,d,n,d,n,8.57,10.86,n,f,d
p,3.04,o,?,w,f,f,5.83,29.91,w,f,d
e,10.12,x,s,n,p,n,6.93,18.49,n,p,d
e,5.06,x,y,n,e,p,4.07,9.63,n,f,d
p,1.1,x,g,w,a,w,3.13,1.59,e,f,d
e,2.33,x,h,n,?,k,4.27,5.67,w,f,d
p,4.46,x,h,o,a,n,4.31,5.25,o,z,d
e,2.49,f,s,w,d,w,3.49,6.19,w,f,g
p,18.58,f,s,n,p,y,5.58,41.79,n,f,d
e,8.85,p,y,w,e,p,19.26,12.56,w,e,d
p,2.67,f,w,y,a,r,5.08,5.1,y,f,g
e,5.3,x,d,n,p,y,5.9,14.18,y,f,d
p,2.16,f,?,w,x,p,7.88,3.61,p,f,l
p,3.47,s,?,u,a,w,4.26,6.67,y,f,d
p,3.57,s,d,y,d,y,2.92,5.58,o,f,d
p,7.11,s,t,n,d,w,4.57,12.79,n,f,d
e,5.97,f,s,n,s,w,5.35,9.24,n,f,d
e,7.63,x,d,n,p,r,5.17,12.83,e,f,d
p,7.58,o,k,r,?,o,1.54,15.8,n,f,d
p,3.49,o,s,w,?,w,0.0,0.0,f,f,d
p,3.11,b,?,k,a,n,9.36,2.79,n,f,g
p,1.93,f,?,u,a,w,3.52,3.51,w,f,d
e,5.41,s,?,n,d,w,4.0,6.88,w,f,d
p,2.25,p,t,n,a,g,7.03,2.69,y,e,m
p,2.87,b,?,k,a,k,10.35,2.66,g,f,g
e,10.11,x,s,e,d,w,8.66,12.63,n,?,d
e,16.08,f,y,w,?,w,23.91,20.28,n,m,d
e,8.23,x,?,n,p,g,12.07,25.1,w,f,d
p,3.26,b,t,p,a,r,4.75,4.83,r,f,m
e,16.7,s,e,g,a,w,9.42,26.46,w,f,d
p,11.89,x,t,n,a,w,10.19,33.89,w,f,d
p,4.27,x,?,w,x,p,8.55,4.29,n,f,d
p,8.5,p,?,n,p,p,10.0,25.08,n,f,d
p,5.13,s,d,o,d,o,4.07,6.81,o,f,h
p,7.16,f,d,e,d,y,5.76,7.37,n,f,d
p,2.92,b,w,u,a,u,4.89,5.82,u,f,l
p,2.39,b,g,o,?,n,5.99,3.43,n,f,g
p,3.06,s,w,o,d,y,3.71,6.85,n,f,d
p,8.05,s,t,n,d,w,4.51,12.97,g,f,d
p,0.65,f,?,o,d,o,4.64,1.02,y,f,g
e,4.45,f,g,g,a,g,6.24,3.81,g,f,d
e,6.95,x,y,n,e,p,4.69,9.5,n,f,d
p,2.99,x,s,o,a,y,3.24,6.4,y,f,h
p,1.44,o,k,n,?,n,4.08,1.45,n,f,d
e,8.52,x,s,w,e,n,10.04,18.76,w,l,m
p,4.78,p,y,n,?,g,8.32,12.11,w,z,d
e,11.58,x,e,l,x,w,7.87,21.19,w,f,d
p,4.34,b,h,n,?,n,10.99,6.01,w,?,g
p,2.76,f,y,o,d,y,3.32,5.84,o,f,h
p,12.78,x,d,o,a,y,12.24,24.84,y,r,d
p,6.16,x,s,e,e,g,8.4,9.19,k,f,m
p,0.76,x,g,e,a,n,3.39,0.98,k,f,d
p,16.63,x,s,n,p,e,8.69,33.69,y,f,d
e,5.77,s,w,y,f,f,5.33,15.62,y,f,d
p,12.19,x,e,n,p,o,8.28,32.83,y,f,d
p,11.6,x,t,r,d,n,6.37,16.68,n,f,h
p,11.55,x,y,o,a,y,13.73,23.11,o,r,d
p,1.49,b,h,n,a,n,4.27,1.5,n,f,h
p,1.51,x,?,n,?,n,4.93,2.43,n,f,g
p,5.82,x,e,e,a,n,7.82,10.33,e,z,d
e,2.04,s,y,n,a,p,4.52,2.86,n,f,h
e,11.14,x,s,n,d,w,9.85,16.41,n,?,d
p,10.48,x,?,n,x,w,9.9,11.16,w,f,h
e,4.68,x,y,n,e,p,3.76,11.26,w,r,w
e,9.2,x,s,n,e,w,6.97,10.04,w,f,d
e,14.36,f,s,n,e,g,11.03,18.27,w,l,m
p,3.09,b,?,g,a,n,8.12,2.54,n,f,g
e,7.4,s,?,y,a,w,6.42,16.53,g,f,d
p,10.5,o,?,e,f,f,3.84,26.04,n,f,d
p,2.65,x,g,n,a,w,7.5,2.4,n,f,d
e,4.11,f,s,w,d,w,3.38,5.8,w,f,m
e,4.13,x,t,n,d,o,6.43,8.5,w,f,d
p,0.83,x,g,e,a,n,3.82,0.94,k,f,d
e,9.53,x,h,n,p,y,8.49,22.88,n,f,d
e,9.17,f,?,n,?,w,9.99,16.8,w,g,d
p,2.84,f,?,w,x,p,6.67,3.34,p,f,l
p,8.05,p,g,n,e,w,8.66,16.12,w,p,d
e,10.35,x,?,n,?,w,11.95,18.59,w,g,d
p,4.59,o,s,r,f,f,0.0,0.0,f,f,d
e,5.39,x,t,g,a,n,5.12,3.34,w,l,d
p,11.56,o,?,n,f,f,4.82,28.28,n,f,d
e,8.29,f,s,u,a,w,3.87,13.85,w,f,d
p,1.19,f,s,y,f,f,2.83,4.9,y,f,d
p,5.33,x,w,n,x,w,16.77,8.38,n,f,d
p,2.96,s,s,g,d,w,3.21,7.99,w,f,g
e,7.36,x,s,u,a,w,3.93,13.48,w,f,d
p,2.87,o,?,w,f,f,5.46,25.83,w,f,d
p,6.91,x,s,n,s,w,6.15,16.19,w,f,d
e,7.15,x,?,y,a,w,5.72,15.03,w,f,d
p,2.75,c,?,w,a,w,4.04,3.72,w,f,p
e,4.6,f,s,w,d,w,4.11,6.47,w,f,m
p,15.25,x,k,w,d,n,6.5,32.05,w,f,d
p,7.26,x,i,n,a,k,6.99,7.31,n,z,g
e,3.68,x,s,p,a,e,5.53,7.36,e,f,g
p,6.83,f,?,g,d,y,6.16,11.73,n,f,l
e,10.52,f,y,y,?,w,7.35,26.45,n,e,d
p,10.89,x,t,n,d,w,5.13,24.75,r,f,g
p,0.94,b,t,n,?,k,3.46,2.64,n,f,g
p,1.74,x,g,n,d,n,2.28,2.81,n,f,h
p,8.72,o,k,y,?,y,1.71,16.18,y,f,d
p,3.28,s,s,g,d,w,3.28,8.17,w,f,g
e,8.86,x,d,w,s,w,6.32,26.03,w,f,m
p,3.6,b,?,g,a,k,9.85,2.71,n,f,g
e,4.0,x,?,n,x,w,7.72,8.98,n,?,g
e,3.6,b,g,n,a,g,6.04,3.9,n,f,d
e,9.41,s,?,n,s,p,7.07,22.92,u,f,g
p,1.87,b,h,n,a,n,4.83,1.53,n,f,h
e,6.68,s,l,n,f,f,7.48,52.17,n,f,d
e,0.88,x,g,n,a,w,4.33,0.85,n,f,h
p,6.12,x,?,g,x,n,7.59,16.47,g,f,d
p,13.26,f,t,r,d,n,5.2,25.71,n,f,d
p,3.0,f,?,w,a,w,3.84,3.68,u,f,p
e,6.07,x,?,y,e,w,6.24,12.29,w,g,d
p,6.37,b,y,g,?,k,9.97,12.47,w,z,g
e,5.0,s,?,n,d,w,3.62,6.43,w,f,h
e,6.6,f,h,o,s,n,9.03,12.0,n,f,d
p,1.5,x,k,n,?,n,5.3,1.44,n,f,d
p,6.9,f,t,n,x,y,5.72,16.01,y,f,d
e,5.38,x,y,n,e,p,6.97,10.3,n,f,d
e,7.94,x,y,n,e,n,5.4,13.56,w,r,w
p,5.52,s,?,u,a,w,4.81,8.67,y,f,d
p,4.47,f,y,n,e,w,4.75,3.4,w,e,d
p,4.09,f,d,e,d,y,4.23,7.33,e,f,d
p,7.55,s,d,e,d,y,5.63,9.62,n,f,d
e,6.19,f,s,n,s,w,6.52,10.16,w,f,l
p,11.51,x,t,n,a,w,11.65,32.06,w,f,d
p,7.86,x,?,u,x,n,9.03,21.11,u,f,d
e,4.32,x,y,g,s,g,4.04,6.9,w,f,d
p,11.34,x,y,o,a,y,12.21,25.9,o,r,d
e,1.44,x,g,y,a,w,6.09,2.31,y,f,g
e,7.32,s,?,n,?,w,4.17,21.64,n,f,d
p,2.56,x,g,n,a,p,7.96,2.49,n,f,d
p,9.7,x,?,u,x,n,8.08,18.21,g,f,d
e,5.46,x,?,y,x,g,6.86,4.59,w,f,d
p,11.19,o,?,e,f,f,3.09,24.94,n,f,d
p,6.4,x,s,n,s,r,5.45,13.57,n,f,d
e,11.27,f,e,b,?,b,5.16,20.15,w,f,d
p,9.05,x,y,y,a,y,11.06,11.54,y,?,d
e,5.26,f,?,y,a,w,5.35,14.34,w,f,d
p,22.63,f,d,k,p,y,6.16,40.92,n,f,d
p,4.94,b,y,r,s,u,6.86,8.56,w,e,d
p,5.19,b,s,y,?,k,8.81,7.38,y,z,d
p,3.43,b,s,y,?,y,9.14,7.14,y,z,d
p,0.75,b,t,y,?,g,2.93,2.36,n,f,g
p,6.15,x,d,e,d,w,7.39,9.31,e,f,d
e,6.6,x,h,y,x,y,6.92,14.32,w,f,d
p,8.5,f,?,y,x,y,6.72,12.25,w,f,d
p,7.47,s,d,e,d,w,6.07,9.51,e,f,d
p,1.2,b,g,w,?,n,4.81,2.27,n,f,m
p,2.81,x,g,n,a,w,8.59,2.72,n,f,d
e,10.2,x,s,y,x,n,7.58,23.87,w,f,d
e,49.71,o,y,y,p,y,6.16,29.34,k,f,d
e,2.71,x,d,o,a,e,4.42,6.17,o,f,g
p,6.34,x,t,n,s,g,5.54,8.19,n,f,d
e,7.61,x,t,n,p,n,5.8,17.77,n,p,d
p,13.16,x,h,n,p,e,9.75,32.94,y,f,d
e,3.25,x,d,e,a,e,4.48,6.43,o,f,g
e,6.81,x,?,g,p,g,11.43,25.0,w,f,d
p,4.72,x,s,y,?,r,8.8,7.8,y,z,d
e,2.7,f,y,n,d,p,6.06,3.43,n,f,l
p,12.9,x,h,w,s,p,7.26,16.81,n,f,d
e,3.94,s,d,n,d,p,4.95,6.63,g,f,d
p,3.03,x,y,n,a,w,5.18,3.58,y,r,h
e,4.0,s,l,n,f,f,6.51,43.22,n,f,d
p,6.24,x,y,y,a,y,9.51,11.34,y,?,d
p,2.11,f,i,k,a,p,4.43,2.53,w,f,g
p,3.06,x,i,e,?,e,3.96,4.87,e,f,d
p,0.99,b,t,n,?,g,3.97,2.38,n,f,m
p,6.25,x,s,r,s,r,6.82,16.29,w,f,d
p,6.97,c,k,y,x,r,8.18,13.35,w,f,g
e,46.92,o,y,y,p,y,5.3,31.31,k,f,d
p,17.01,x,t,n,d,n,4.8,24.12,n,f,g
p,5.11,x,h,o,a,y,6.4,8.82,o,f,g
e,13.4,x,e,n,e,w,9.99,17.32,w,?,g
p,7.48,x,w,p,s,p,5.46,10.44,p,f,d
p,7.06,b,t,w,e,w,13.03,12.29,w,l,d
e,5.01,x,t,n,e,w,10.57,10.96,n,f,d
e,8.91,x,d,y,p,y,6.41,13.43,e,f,d
p,4.26,f,t,n,x,p,5.95,4.57,n,f,g
e,6.1,f,h,k,s,w,4.04,9.54,g,f,d
p,1.77,b,?,n,a,g,4.79,2.0,g,f,d
p,7.93,p,g,n,e,w,7.78,14.43,w,p,d
p,2.97,o,?,k,f,f,3.49,14.11,n,f,d
e,11.74,f,?,b,d,w,2.43,14.64,w,f,d
p,4.37,o,s,y,f,f,0.0,0.0,f,f,d
e,12.26,x,t,n,p,y,8.63,22.85,n,f,d
e,7.26,o,?,n,?,w,3.23,19.35,n,f,d
e,1.49,f,w,n,?,k,5.24,2.51,w,f,d
p,7.43,f,t,e,x,w,5.36,16.73,w,f,d
e,11.97,x,e,n,a,w,7.6,21.13,w,f,l
p,5.91,x,?,n,x,u,8.24,18.64,g,f,d
p,7.98,s,h,g,d,g,4.49,13.93,r,f,d
p,11.4,s,t,r,d,n,5.3,14.22,n,f,d
p,1.51,f,i,k,a,p,2.63,2.18,w,f,g
e,6.85,x,h,y,x,y,8.37,17.2,w,f,d
e,4.94,s,w,y,f,f,4.2,10.53,y,f,d
p,9.69,x,e,n,a,n,12.43,18.3,n,f,h
e,10.98,s,t,o,d,o,7.47,18.49,w,f,d
e,3.3,f,y,n,d,p,8.47,4.33,n,f,l
p,1.19,b,h,n,a,n,4.68,1.66,n,f,h
p,9.09,s,h,r,d,w,4.89,14.8,g,f,d
e,19.62,p,y,w,?,w,29.51,20.85,n,m,d
e,9.29,x,s,k,a,w,4.26,16.06,w,f,d
e,9.84,f,?,g,d,w,2.33,13.88,w,f,d
p,9.74,x,?,n,x,n,8.65,21.8,n,f,d
e,10.77,f,?,l,d,y,2.32,15.47,w,f,d
e,4.05,x,s,b,x,w,4.96,9.09,n,f,l
p,8.54,x,t,y,x,y,5.37,13.44,y,f,d
p,3.52,x,y,y,a,w,5.42,3.5,n,r,h
p,8.16,o,k,o,?,o,1.72,14.83,n,f,d
e,4.62,f,g,g,a,g,5.09,3.75,n,f,d
e,11.35,f,?,g,s,u,8.17,20.02,u,f,d
p,3.94,b,t,n,?,k,8.54,6.22,w,?,g
p,1.06,x,g,w,a,w,2.97,1.73,e,f,d
p,4.23,o,s,g,f,f,0.0,0.0,f,f,d
e,8.2,x,s,u,a,w,4.53,14.98,w,f,d
e,6.03,x,t,y,p,y,6.76,13.23,y,?,d
p,7.25,s,?,y,d,o,4.41,11.96,w,f,d
e,14.32,f,e,g,d,w,8.18,23.35,w,f,l
p,7.58,x,i,n,a,k,8.29,8.23,n,z,d
e,2.82,x,?,y,a,y,3.73,7.37,w,f,d
e,9.51,s,?,n,?,w,3.72,19.81,n,f,d
e,6.23,f,s,o,s,y,8.41,11.56,o,f,d
e,5.06,x,?,w,a,r,6.44,8.56,w,f,l
p,13.07,f,?,g,e,w,10.91,15.16,w,e,d
p,3.17,f,l,e,x,y,5.6,4.87,n,f,d
p,2.25,s,?,u,a,w,3.91,6.55,y,f,d
e,3.95,f,t,o,a,y,8.13,6.66,n,f,d
p,10.64,x,d,o,a,o,12.32,22.78,y,r,d
e,6.67,x,h,n,x,n,6.58,6.99,n,r,d
p,4.88,s,k,y,p,n,3.24,5.49,n,f,d
e,3.58,b,g,n,x,w,5.24,3.04,y,f,g
p,8.91,o,?,e,f,f,3.47,23.95,n,f,d
e,6.69,f,s,w,s,w,6.12,30.92,w,f,m
p,1.36,x,?,n,?,n,4.68,2.29,n,f,g
p,0.65,x,g,o,?,y,3.31,0.65,w,f,d
p,6.56,o,t,r,?,o,1.56,13.75,y,f,d
p,6.59,b,t,w,e,w,12.17,11.91,w,e,d
p,14.27,x,h,e,e,w,17.35,16.87,w,p,d
p,7.43,x,t,n,s,n,5.24,7.32,n,f,d
p,3.24,b,y,n,?,w,6.62,4.58,w,f,d
e,7.15,x,d,n,p,y,6.33,14.99,y,f,d
p,1.36,p,t,n,a,g,6.11,2.34,y,e,m
e,6.78,x,y,y,?,w,4.68,22.98,n,e,d
p,8.24,p,y,w,?,k,15.73,18.4,w,f,d
p,7.12,s,h,n,d,g,4.56,11.95,g,f,d
p,3.05,s,w,u,a,u,4.77,5.42,u,f,l
e,5.66,x,?,w,a,r,6.06,7.12,l,f,d
p,9.03,s,t,p,d,p,7.7,14.8,p,f,d
e,14.94,f,y,n,?,w,24.71,16.55,n,m,d
e,6.31,x,h,y,x,y,7.74,13.95,w,f,d
p,6.05,s,t,n,x,y,5.64,16.75,y,f,d
p,5.04,b,s,k,e,y,6.19,7.35,k,f,m
p,3.15,b,d,r,a,r,5.47,6.55,r,f,g
p,2.95,s,s,w,d,w,3.17,8.04,w,f,g
p,6.52,x,k,n,a,y,5.78,6.71,y,?,d
e,10.44,x,s,n,d,w,9.14,14.62,n,?,d
e,52.25,o,y,y,p,y,5.67,32.75,n,f,d
p,3.16,b,?,g,a,k,8.68,2.42,n,f,g
p,6.83,x,i,y,a,n,6.59,7.25,n,z,d
p,6.12,x,i,o,e,y,7.77,7.99,o,f,m
e,6.37,x,t,g,a,n,5.93,5.81,w,l,d
p,1.6,b,h,n,a,n,4.93,1.43,n,f,h
p,6.97,x,s,r,s,r,5.26,13.74,w,f,d
p,2.39,p,t,n,a,g,6.86,2.62,y,e,m
p,14.34,f,d,e,p,y,4.74,38.62,n,f,d
e,1.49,x,s,y,d,w,4.98,1.56,y,f,d
e,4.49,x,?,n,x,n,8.11,8.44,n,?,g
e,9.66,x,t,n,p,y,6.9,22.4,n,f,d
e,6.38,f,y,n,e,p,4.84,12.23,w,l,w
p,9.13,x,h,r,?,w,10.74,15.5,w,g,d
e,7.81,f,e,b,?,b,4.83,19.87,w,f,d
e,5.18,x,h,y,x,y,8.17,14.89,w,f,d
e,22.5,p,t,n,p,w,19.66,98.0,n,f,d
p,7.09,p,g,n,e,w,7.97,11.93,w,p,d
p,17.79,s,k,n,d,y,6.39,36.42,n,f,d
p,10.97,x,t,n,a,w,11.12,27.69,w,f,d
p,2.08,b,g,y,?,n,6.0,2.73,n,f,g
e,4.66,b,g,g,a,g,6.36,4.24,g,f,d
e,8.11,s,l,w,d,w,3.59,10.26,w,f,g
e,1.78,x,?,b,?,u,5.7,4.92,w,f,d
p,0.67,x,g,y,?,y,3.27,0.6,w,f,d
p,8.31,s,?,o,d,o,4.66,12.8,w,f,d
e,7.27,f,h,k,s,w,5.58,11.81,g,f,d
p,0.95,x,g,w,a,w,2.88,1.6,e,f,l
p,3.9,x,i,e,?,e,4.28,5.0,e,f,d
p,2.58,x,s,w,d,w,2.59,6.0,w,f,g
e,0.92,b,g,g,?,g,2.84,1.34,w,f,d
e,2.12,f,y,n,d,p,7.31,3.5,n,f,h
p,0.75,x,g,y,?,y,3.62,0.86,w,f,d
p,7.93,x,w,n,x,w,16.53,8.71,n,f,d
p,4.15,f,d,n,x,y,4.65,3.44,n,f,l
e,8.54,x,s,n,e,p,6.42,9.62,n,f,d
e,14.92,f,s,k,a,k,6.79,24.04,w,f,d
p,3.02,o,s,n,f,f,0.0,0.0,f,f,d
e,3.46,x,?,w,x,n,7.37,7.85,n,?,g
p,7.85,s,h,g,d,g,4.45,11.79,r,f,d
e,3.32,f,s,w,d,w,3.49,5.88,w,f,g
p,1.17,x,s,y,f,f,2.91,5.23,y,f,d
p,3.92,x,t,o,a,n,4.04,5.3,o,z,d
p,12.08,x,h,n,p,y,9.25,32.24,y,f,d
p,11.83,f,k,n,d,y,5.64,28.68,n,f,d
e,3.33,b,y,n,?,k,6.18,3.12,w,f,d
e,8.44,s,?,y,a,w,7.05,20.09,w,f,d
e,8.07,f,h,n,s,y,8.9,13.1,o,f,d
e,10.08,x,t,y,p,y,5.7,14.31,y,?,d
e,5.05,f,w,y,f,f,3.96,8.91,y,f,d
e,15.92,x,y,n,e,w,9.96,16.95,w,?,g
e,15.88,s,s,n,a,y,7.06,22.06,w,f,d
p,8.56,o,e,o,?,y,1.53,16.99,y,f,d
e,6.48,x,l,w,d,w,3.37,8.09,w,f,g
p,2.55,x,g,n,a,w,7.37,2.7,n,f,d
p,9.28,x,e,o,a,y,13.71,26.13,o,r,d
p,0.83,x,?,o,d,o,4.6,1.09,o,f,g
p,6.58,s,?,y,d,o,5.12,12.64,w,f,d
e,6.36,x,t,y,p,y,5.98,12.95,y,?,d
e,4.27,x,?,l,a,r,5.79,7.24,l,f,l
p,12.57,f,t,n,d,n,5.24,13.71,n,f,d
e,5.71,p,y,w,e,p,5.1,12.23,w,e,m
e,4.07,x,h,n,?,k,6.35,6.78,w,f,d
p,1.4,x,g,y,d,n,1.58,2.27,n,f,d
e,9.39,x,?,g,s,g,6.86,19.1,u,f,g
e,13.27,f,s,w,e,n,9.73,17.14,w,l,m
p,3.93,o,s,o,f,f,0.0,0.0,f,f,d
e,5.86,b,h,k,s,w,3.77,9.83,g,f,d
e,7.47,x,?,y,e,w,5.88,12.09,y,g,d
p,5.66,x,?,g,d,y,5.34,9.48,n,f,d
e,7.83,x,h,n,p,y,7.38,12.58,n,f,g
e,8.92,f,s,u,a,w,4.96,17.08,w,f,d
e,6.86,f,?,e,x,w,5.58,16.45,w,f,d
p,12.53,x,s,g,s,p,8.34,17.89,n,f,d
e,6.45,f,g,n,s,y,7.88,12.47,n,f,d
p,3.32,f,s,w,d,w,3.14,7.17,w,f,g
e,7.89,x,?,n,p,g,12.9,27.36,w,f,d
p,4.41,f,t,n,x,p,6.31,4.76,n,f,g
p,2.23,c,?,w,a,n,3.51,3.57,u,f,p
e,11.9,f,?,n,?,w,9.65,14.63,w,g,d
p,11.23,x,s,k,p,y,4.13,28.31,n,f,d
p,10.06,x,i,y,a,y,12.22,22.33,y,r,d
e,6.44,s,d,o,d,o,6.04,12.87,w,f,d
p,0.94,x,g,w,a,w,2.79,1.39,e,f,d
p,4.84,o,s,w,?,w,0.0,0.0,f,f,d
e,7.83,x,?,n,?,w,9.34,17.36,w,g,d
p,0.7,x,g,e,a,n,3.24,0.86,k,f,d
p,4.3,x,?,p,x,w,5.67,6.62,w,f,d
e,7.44,x,t,y,x,y,7.87,12.1,w,f,d
e,5.93,s,s,b,d,o,5.14,12.38,w,f,g
p,3.61,x,i,e,?,e,4.46,4.62,e,f,d
e,11.98,f,s,e,a,w,10.1,17.44,n,?,d
e,8.08,x,h,y,p,y,7.45,14.07,y,?,d
e,5.62,f,h,k,s,g,5.26,11.65,g,f,d
p,2.49,b,w,y,a,y,4.92,4.79,r,f,d
p,6.61,o,k,o,?,y,1.67,16.23,n,f,d
e,8.49,f,?,n,x,w,5.79,16.7,w,f,d
e,1.34,x,t,y,a,w,6.12,2.0,y,f,d
e,11.45,x,s,n,x,n,8.2,25.38,n,f,d
e,4.12,x,?,l,d,r,5.82,7.84,w,f,d
p,2.6,f,?,u,a,n,3.73,3.55,w,f,p
e,13.16,x,t,n,p,y,8.62,22.41,n,f,d
e,8.65,f,?,p,x,w,7.33,16.15,w,f,d
p,5.42,x,?,p,?,g,3.15,11.64,y,f,d
p,5.64,c,k,w,x,y,6.76,12.15,w,f,g
p,8.07,x,g,n,e,w,7.98,15.37,w,p,d
p,8.38,s,t,p,d,p,8.48,10.98,p,f,d
p,3.21,f,s,g,d,w,3.31,8.59,w,f,g
e,14.63,x,e,n,e,w,10.26,17.39,w,?,d
e,6.52,x,t,y,x,y,8.37,17.43,w,f,d
p,4.21,o,s,o,f,f,0.0,0.0,f,f,d
p,9.18,f,?,w,x,w,9.35,11.39,w,f,h
